#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni","FSIS11809154","""FSIS11809154"",""SRS3193034""",,"PDT000307261.2","2018-04-18T23:42:07Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000021281.19",23,27,"SAMN08950968","GCA_005066585.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11812947","""FSIS11812947"",""SRS3681618""",,"PDT000364460.1","2018-08-17T21:41:40Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000021281.19",13,33,"SAMN09849930","GCA_005366005.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11813156","""FSIS11813156"",""SRS3702174""",,"PDT000366467.1","2018-08-22T20:43:58Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000021281.19",3,22,"SAMN09880381","GCA_005369405.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11813153","""FSIS11813153"",""SRS3741885""",,"PDT000372211.1","2018-09-05T23:06:44Z","USA:TX","animal-cattle-steer","environmental/other","PDS000021281.19",1,22,"SAMN09977221","GCA_005374405.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11919588","""FSIS11919588"",""SRS4578111""",,"PDT000485881.1","2019-04-03T22:56:11Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000021281.19",8,27,"SAMN11334723","GCA_005087745.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11919757","""FSIS11919757"",""SRS4644103""",,"PDT000491361.1","2019-04-17T18:55:59Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000021281.19",10,14,"SAMN11456393","GCA_005130485.1","aph(3')-IIIa=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N49474F","""CVM N49474F"",""SRS6406907""",,"PDT000717855.1","2020-04-02T05:20:12Z","USA:TX","Cecal Heifer","environmental/other","PDS000021281.19",9,12,"SAMN14504449","GCA_011993845.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12142779","""FSIS12142779"",""SRS10297941""",,"PDT001136958.1","2021-09-24T07:26:59Z","USA:TX","raw intact chicken","environmental/other","PDS000037226.42",2,3,"SAMN21591335","GCA_020129515.1",,
"Campylobacter jejuni","FSIS11918260","""FSIS11918260"",""SRS4483877""",,"PDT000477160.1","2019-03-13T17:55:54Z","USA:TX","raw intact chicken","environmental/other","PDS000022340.27",2,,"SAMN11116112","GCA_004895615.1",,
"Campylobacter jejuni","FSIS11920292","""FSIS11920292"",""SRS4718151""",,"PDT000497669.1","2019-05-03T19:50:00Z","USA:TX","raw intact chicken","environmental/other","PDS000022340.27",2,,"SAMN11569683","GCA_005270995.1",,
"Campylobacter jejuni","FSIS1501423","""FSIS1501423"",""SRS1054392""",,"PDT000085741.2","2015-10-06T23:17:09Z","USA:TX","animal-cattle-steer","environmental/other","PDS000020830.23",16,19,"SAMN04027112","GCA_005135985.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11706886","""FSIS11706886"",""SRS2902812""",,"PDT000283397.2","2018-01-31T18:44:27Z","USA:TX","animal-cattle-steer","environmental/other","PDS000020830.23",18,14,"SAMN08447568","GCA_004996365.1","blaOXA=PARTIAL,blaOXA=PARTIAL_END_OF_CONTIG,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11706872","""FSIS11706872"",""SRS2902869""",,"PDT000283454.2","2018-01-31T19:45:05Z","USA:TX","animal-cattle-steer","environmental/other","PDS000020830.23",2,2,"SAMN08447556","GCA_004997125.1","blaOXA-193=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11807666","""FSIS11807666"",""SRS2992363""",,"PDT000288674.2","2018-02-23T00:53:37Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000020830.23",4,4,"SAMN08581792","GCA_005000525.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11810759","""FSIS11810759"",""SRS3611966""",,"PDT000355714.1","2018-07-31T03:04:56Z","USA:TX","animal-cattle-steer","environmental/other","PDS000020830.23",4,4,"SAMN09742355","GCA_005348615.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11814586","""FSIS11814586"",""SRS3929974""",,"PDT000390737.1","2018-10-13T06:45:12Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000020830.23",2,2,"SAMN10237221","GCA_004281955.1","blaOXA=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11917987","""FSIS11917987"",""SRS4482548""",,"PDT000477052.1","2019-03-13T17:55:38Z","USA:TX","animal-cattle-steer","environmental/other","PDS000020830.23",3,1,"SAMN11116043","GCA_004900035.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11919313","""FSIS11919313"",""SRS4572979""",,"PDT000485729.1","2019-04-03T00:58:16Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000020830.23",4,3,"SAMN11320974","GCA_005088785.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12032962","""FSIS12032962"",""SRS7352133""",,"PDT000834868.1","2020-09-11T22:22:28Z","USA:TX","animal-cattle-steer","environmental/other","PDS000020830.23",4,5,"SAMN16113922","GCA_014545925.1","blaOXA=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12033128","""FSIS12033128"",""SRS7483546""",,"PDT000856171.1","2020-10-06T20:23:57Z","USA:TX","animal-cattle-steer","environmental/other","PDS000020830.23",5,5,"SAMN16381011","GCA_015090995.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1504561","""FSIS1504561"",""SRS1272290""",,"PDT000104872.2","2016-02-03T06:25:28Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000022332.17",5,,"SAMN04452100","GCA_005101785.1","23S_A2075G=POINT,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS12034573","""FSIS12034573"",""SRS7537163""",,"PDT000863124.1","2020-10-20T00:30:07Z","USA:TX","chicken carcass","environmental/other","PDS000021810.19",5,10,"SAMN16451606","GCA_014986485.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12214623","""FSIS12214623"",""SRS14971762""",,"PDT001408436.1","2022-09-02T22:40:05Z","USA:TX","raw intact chicken","environmental/other","PDS000084144.27",11,14,"SAMN30653808",,"blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606803","""FSIS1606803"",""SRS1503984""",,"PDT000134416.2","2016-06-14T21:19:42Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000037231.62",15,17,"SAMN05245219","GCA_005293505.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1607141","""FSIS1607141"",""SRS1598338""",,"PDT000143007.2","2016-08-03T15:19:52Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000037231.62",4,10,"SAMN05505595","GCA_005297025.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1608849","""FSIS1608849"",""SRS1839288""",,"PDT000167772.2","2016-12-06T16:31:45Z","USA:TX","animal-cattle-steer","environmental/other","PDS000037231.62",1,6,"SAMN06111778","GCA_005255425.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1609280","""FSIS1609280"",""SRS1878061""",,"PDT000174443.2","2016-12-23T19:32:19Z","USA:TX","animal-cattle-steer","environmental/other","PDS000037231.62",1,17,"SAMN06179699","GCA_005165425.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1703601","""FSIS1703601"",""SRS2436579""",,"PDT000233999.2","2017-08-17T13:39:48Z","USA:TX","animal-cattle-steer","environmental/other","PDS000037231.62",10,16,"SAMN07514254","GCA_005021975.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11704533","""FSIS11704533"",""SRS2672167""",,"PDT000262629.2","2017-11-08T22:22:10Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000037231.62",5,11,"SAMN08000914","GCA_005020015.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11808202","""FSIS11808202"",""SRS3051666""",,"PDT000294691.2","2018-03-15T20:43:38Z","USA:TX","animal-cattle-steer","environmental/other","PDS000037231.62",5,11,"SAMN08719168","GCA_005296385.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,blaOXA=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11808213","""FSIS11808213"",""SRS3106605""",,"PDT000300791.2","2018-03-30T10:44:44Z","USA:TX","animal-cattle-steer","environmental/other","PDS000037231.62",5,13,"SAMN08816071","GCA_005061125.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11814430","""FSIS11814430"",""SRS3878608""",,"PDT000388809.1","2018-10-04T22:41:52Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000037231.62",7,15,"SAMN10177699","GCA_004278675.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11815825","""FSIS11815825"",""SRS4115116""",,"PDT000414490.1","2018-12-07T18:48:17Z","USA:TX","comminuted chicken","environmental/other","PDS000037231.62",0,12,"SAMN10520243","GCA_004898015.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11922385","""FSIS11922385"",""SRS5067206""",,"PDT000539340.1","2019-07-05T23:31:24Z","USA:TX","animal-cattle-beef cow","environmental/other","PDS000037231.62",1,21,"SAMN12221236","GCA_007456235.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11923395","""FSIS11923395"",""SRS5205314""",,"PDT000554186.1","2019-08-02T22:30:50Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000037231.62",4,20,"SAMN12475942","GCA_007891965.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12138172","""FSIS12138172"",""SRS8358056""",,"PDT000976902.1","2021-03-03T03:23:20Z","USA:TX","Animal-Cattle-Heifer (cecal)","environmental/other","PDS000037231.62",11,24,"SAMN18114585","GCA_017252875.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12142292","""FSIS12142292"",""SRS10053673""",,"PDT001125247.1","2021-09-08T08:33:42Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other","PDS000037231.62",2,5,"SAMN21336661","GCA_019900105.1","aadE-Cc=COMPLETE,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12210246","""FSIS12210246"",""SRS12386840""",,"PDT001276038.1","2022-03-30T14:50:54Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other","PDS000037231.62",3,22,"SAMN26977481","GCA_022952095.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12215618","""FSIS12215618"",""SRS15294927""",,"PDT001438963.1","2022-10-01T00:34:09Z","USA:TX","Animal-Cattle-Heifer (cecal)","environmental/other","PDS000037231.62",3,23,"SAMN31111617","GCA_025512655.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11810122","""FSIS11810122"",""SRS3383379""",,"PDT000323984.1","2018-06-06T04:00:21Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000113923.6",2,1,"SAMN09372548","GCA_005303705.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11810988","""FSIS11810988"",""SRS3496910""",,"PDT000340598.1","2018-07-03T01:16:25Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000113923.6",3,3,"SAMN09534560","GCA_005321415.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11816878","""FSIS11816878"",""SRS4314398""",,"PDT000457437.1","2019-02-01T00:58:07Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000113923.6",3,1,"SAMN10854951","GCA_004854465.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11917652","""FSIS11917652"",""SRS4462470""",,"PDT000474202.1","2019-03-07T18:59:18Z","USA:TX","animal-cattle-steer","environmental/other","PDS000113923.6",4,3,"SAMN11082252","GCA_004885165.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11918223","""FSIS11918223"",""SRS4483857""",,"PDT000477140.1","2019-03-13T17:55:51Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000113923.6",0,6,"SAMN11115960","GCA_004895735.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11921274","""FSIS11921274"",""SRS4831367""",,"PDT000509434.1","2019-05-28T23:51:25Z","USA:TX","animal-cattle-steer","environmental/other","PDS000113923.6",2,1,"SAMN11877108","GCA_005927495.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11921275","""FSIS11921275"",""SRS4831375""",,"PDT000509442.1","2019-05-28T23:51:27Z","USA:TX","animal-cattle-steer","environmental/other","PDS000113923.6",2,1,"SAMN11877109","GCA_005925595.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11921492","""FSIS11921492"",""SRS4960370""",,"PDT000521880.1","2019-06-12T23:51:40Z","USA:TX","animal-cattle-steer","environmental/other","PDS000113923.6",1,1,"SAMN12040854","GCA_006359355.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12030075","""FSIS12030075"",""SRS6809140""",,"PDT000762273.1","2020-06-09T18:15:25Z","USA:TX","animal-cattle-steer","environmental/other","PDS000113923.6",3,4,"SAMN15187396","GCA_013741815.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12036339","""FSIS12036339"",""SRS7902731""",,"PDT000920010.1","2020-12-21T19:32:54Z","USA:TX","Animal-Cattle-Dairy Cow (cecal)","environmental/other","PDS000113923.6",3,4,"SAMN17129698","GCA_016246195.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11924803","""FSIS11924803"",""SRS8324594""",,"PDT000973591.1","2021-02-26T16:26:30Z","USA:TX","Animal-Cattle-Heifer (cecal)","environmental/other","PDS000113923.6",8,7,"SAMN18052913","GCA_017081805.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12107596","""FSIS12107596"",""SRS11322025""",,"PDT001203699.1","2021-12-16T01:43:05Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other","PDS000113923.6",2,1,"SAMN24106188","GCA_021214015.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12209080","""FSIS12209080"",""SRS11999445""",,"PDT001249599.1","2022-02-14T23:34:57Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other","PDS000113923.6",5,6,"SAMN25944313","GCA_022333865.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12209273","""FSIS12209273"",""SRS12045838""",,"PDT001252434.1","2022-02-22T23:36:20Z","USA:TX","Animal-Cattle-Heifer (cecal)","environmental/other","PDS000113923.6",3,2,"SAMN26084920","GCA_022357435.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12209646","""FSIS12209646"",""SRS12178463""",,"PDT001258378.1","2022-03-04T15:33:15Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other","PDS000113923.6",5,5,"SAMN26429602","GCA_022478235.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12209654","""FSIS12209654"",""SRS12178468""",,"PDT001258383.1","2022-03-04T15:33:17Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other","PDS000113923.6",4,3,"SAMN26429601","GCA_022478215.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12213593","""FSIS12213593"",""SRS14596454""",,"PDT001382608.1","2022-08-09T23:42:07Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other","PDS000113923.6",3,4,"SAMN30220884","GCA_024660135.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11925373","""FSIS11925373"",""SRS5521648""",,"PDT000608876.1","2019-10-16T06:30:11Z","USA:TX","raw intact chicken","environmental/other","PDS000015673.110",1,1,"SAMN13034516","GCA_009171305.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1504639","""FSIS1504639"",""SRS1121809""",,"PDT000087456.2","2015-10-19T21:18:30Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000103330.9",3,3,"SAMN04195068","GCA_004926935.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1504853","""FSIS1504853"",""SRS1144030""",,"PDT000092895.2","2015-11-02T19:18:06Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000103330.9",7,7,"SAMN04229849","GCA_005085525.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1501814","""FSIS1501814"",""SRS1258355""",,"PDT000102838.2","2016-01-22T22:23:33Z","USA:TX","animal-cattle-steer","environmental/other","PDS000103330.9",2,2,"SAMN04435353","GCA_004929115.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1504549","""FSIS1504549"",""SRS1272291""",,"PDT000104871.2","2016-02-03T06:25:27Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000103330.9",5,6,"SAMN04452097","GCA_005098465.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606464","""FSIS1606464"",""SRS1475016""",,"PDT000133462.2","2016-06-01T01:15:34Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000103330.9",4,4,"SAMN05190023","GCA_005291625.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1700304","""FSIS1700304"",""SRS2118523""",,"PDT000201621.2","2017-04-13T20:10:45Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000103330.9",2,2,"SAMN06691372","GCA_004948905.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11811280","""FSIS11811280"",""SRS3490648""",,"PDT000339287.1","2018-06-30T23:15:49Z","USA:TX","animal-cattle-steer","environmental/other","PDS000103330.9",3,3,"SAMN09521800","GCA_005321625.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11919314","""FSIS11919314"",""SRS4572972""",,"PDT000485722.1","2019-04-03T00:58:14Z","USA:TX","animal-cattle-steer","environmental/other","PDS000103330.9",4,5,"SAMN11320975","GCA_005088205.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11921755","""FSIS11921755"",""SRS4960487""",,"PDT000521980.1","2019-06-12T23:51:58Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000103330.9",0,0,"SAMN12041115","GCA_006362095.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11921754","""FSIS11921754"",""SRS4960493""",,"PDT000521986.1","2019-06-12T23:51:59Z","USA:TX","animal-cattle-steer","environmental/other","PDS000103330.9",1,1,"SAMN12041114","GCA_006362315.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12036361","""FSIS12036361"",""SRS7902746""",,"PDT000920025.1","2020-12-21T19:33:00Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other","PDS000055668.43",3,6,"SAMN17129716","GCA_016244595.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606444","""FSIS1606444"",""SRS1421947""",,"PDT000128705.2","2016-05-04T19:12:41Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000036124.27",5,8,"SAMN04942576","GCA_004932215.1","blaOXA=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11809974","""FSIS11809974"",""SRS3324641""",,"PDT000317633.2","2018-05-22T00:17:07Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000036124.27",7,16,"SAMN09233736","GCA_005184925.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11917659","""FSIS11917659"",""SRS4462728""",,"PDT000474249.1","2019-03-07T18:59:26Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000036124.27",7,14,"SAMN11082259","GCA_004884495.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12029413","""FSIS12029413"",""SRS6574232""",,"PDT000729315.1","2020-04-30T19:14:42Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000036124.27",5,15,"SAMN14779585","GCA_012959105.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12215619","""FSIS12215619"",""SRS15294923""",,"PDT001438959.1","2022-10-01T00:34:08Z","USA:TX","Animal-Cattle-Heifer (cecal)","environmental/other","PDS000036124.27",12,18,"SAMN31111619","GCA_025530295.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11919755","""FSIS11919755"",""SRS4644109""",,"PDT000491363.1","2019-04-17T18:55:59Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000120234.1",8,6,"SAMN11456391","GCA_005092805.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12209631","""FSIS12209631"",""SRS12178435""",,"PDT001258362.1","2022-03-04T15:33:11Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other","PDS000120234.1",2,3,"SAMN26429586","GCA_022478475.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12210011","""FSIS12210011"",""SRS12275399""",,"PDT001270789.1","2022-03-19T00:36:55Z","USA:TX","Animal-Cattle-Heifer (cecal)","environmental/other","PDS000120234.1",2,2,"SAMN26798260","GCA_022650965.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1605840","""FSIS1605840"",""SRS1314753""",,"PDT000111291.2","2016-02-29T17:25:10Z","USA:TX","animal-cattle-steer","environmental/other","PDS000022916.15",3,3,"SAMN04521105","GCA_005284505.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1605944","""FSIS1605944"",""SRS1332699""",,"PDT000112921.2","2016-03-10T03:26:16Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000022916.15",5,5,"SAMN04543683","GCA_005286065.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606856","""FSIS1606856"",""SRS1548473""",,"PDT000137325.2","2016-07-08T18:16:12Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000022916.15",7,7,"SAMN05366787","GCA_005293965.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","TX-ACB1401225","""CFSAN052881"",""SRS1577270"",""TX-ACB1401225""",,"PDT000139806.2","2016-07-21T14:20:42Z","USA:TX","stool","clinical","PDS000022916.15",4,4,"SAMN05371150","GCA_005104225.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1609641","""FSIS1609641"",""SRS1902195""",,"PDT000176637.2","2017-01-06T22:35:30Z","USA:TX","animal-cattle-steer","environmental/other","PDS000022916.15",5,5,"SAMN06210457","GCA_005127105.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11704535","""FSIS11704535"",""SRS2672127""",,"PDT000262597.2","2017-11-08T22:21:57Z","USA:TX","animal-cattle-steer","environmental/other","PDS000022916.15",2,2,"SAMN08000916","GCA_005051765.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11917145","""FSIS11917145"",""SRS4382552""",,"PDT000467275.1","2019-02-20T16:56:55Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000022916.15",5,5,"SAMN10973123","GCA_004867665.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11927308","""FSIS11927308"",""SRS6528518""",,"PDT000725517.1","2020-04-23T22:20:18Z","USA:TX","animal-cattle-steer","environmental/other","PDS000022916.15",9,9,"SAMN14681002","GCA_012784495.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1605992","""FSIS1605992"",""SRS1332686""",,"PDT000112907.2","2016-03-10T03:26:15Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000091747.7",6,6,"SAMN04543694","GCA_005287805.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1609013","""FSIS1609013"",""SRS1839891""",,"PDT000167795.2","2016-12-06T18:34:05Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000091747.7",5,7,"SAMN06111791","GCA_005114645.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11808207","""FSIS11808207"",""SRS3051663""",,"PDT000294688.2","2018-03-15T20:43:37Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000091747.7",10,10,"SAMN08719172","GCA_005197135.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N44399F","""CVM N44399F"",""SRS6407085""",,"PDT000717678.1","2020-04-02T05:19:02Z","USA:TX","Cecal Steer","environmental/other","PDS000091747.7",5,5,"SAMN14504194","GCA_011997545.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
