#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"E.coli and Shigella","RM10386","""EcRM10386"",""RM10386""",,"PDT000313453.1","2018-05-10T15:05:55Z","USA: Salinas, California","feces","clinical","PDS000020073.4",23,1,"SAMN08724660","GCA_003112225.1","acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",
"E.coli and Shigella","PNUSAE026268","""PNUSAE026268"",""SRS5061541""",,"PDT000538650.2","2019-07-03T19:32:14Z","USA:CA","feces","environmental/other","PDS000020073.4",16,23,"SAMN12213327",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026253","""PNUSAE026253"",""SRS5061551""",,"PDT000538660.2","2019-07-03T19:32:15Z","USA:CA","feces","environmental/other","PDS000020073.4",16,31,"SAMN12213346",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026269","""PNUSAE026269"",""SRS5061552""",,"PDT000538661.2","2019-07-03T19:32:15Z","USA:CA","feces","environmental/other","PDS000020073.4",3,4,"SAMN12213326",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026245","""PNUSAE026245"",""SRS5061553""",,"PDT000538662.2","2019-07-03T19:32:15Z","USA:CA","feces","environmental/other","PDS000020073.4",0,1,"SAMN12213329",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026246","""PNUSAE026246"",""SRS5061614""",,"PDT000538676.2","2019-07-03T20:31:22Z","USA:CA","feces","environmental/other","PDS000020073.4",0,1,"SAMN12213351",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026254","""PNUSAE026254"",""SRS5061619""",,"PDT000538681.2","2019-07-03T20:31:23Z","USA:CA","feces","environmental/other","PDS000020073.4",39,30,"SAMN12213342",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","12.3158","""12.3158"",""CFSAN072545"",""SRS2796027""",,"PDT000274865.3","2017-12-28T22:50:33Z","USA:CA","spinach","environmental/other","PDS000035606.6",1,,"SAMN08134309","GCA_012307205.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","12.3159","""12.3159"",""CFSAN072536"",""SRS2797134""",,"PDT000274950.3","2017-12-29T01:40:25Z","USA:CA","spinach","environmental/other","PDS000035606.6",3,,"SAMN08134315","GCA_012307105.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","12.316","""12.316"",""CFSAN072537"",""SRS2797139""",,"PDT000274955.3","2017-12-29T01:40:26Z","USA:CA","spinach","environmental/other","PDS000035606.6",5,,"SAMN08134318","GCA_012307145.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026593","""PNUSAE026593"",""SRS5086465""",,"PDT000542067.2","2019-07-11T18:31:46Z","USA:CA","sediment","environmental/other","PDS000035606.6",25,,"SAMN12255939",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026594","""PNUSAE026594"",""SRS5086473""",,"PDT000542075.2","2019-07-11T18:31:47Z","USA:CA","feces","environmental/other","PDS000035606.6",0,,"SAMN12255941",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","RM9247","""CFSAN111850"",""RM9247"",""SRS9662079""",,"PDT001101466.1","2021-08-07T13:27:16Z","USA:CA","blackbird","environmental/other","PDS000035606.6",0,,"SAMN20523303","GCA_019566865.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","19CA09GT13-UCD-EC","""19CA09GT13-UCD-EC"",""CFSAN101072"",""SRS5756103""",,"PDT000639632.1","2019-12-05T03:30:29Z","USA:CA","ground turkey","environmental/other","PDS000094340.6",21,,"SAMN13474476","GCA_012006225.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","CVM N19EC1167","""CVM N19EC1167"",""SRS7420848""",,"PDT000844569.1","2020-09-24T17:23:15Z","USA:CA","ground turkey","environmental/other","PDS000094340.6",21,,"SAMN16245260","GCA_020469305.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,parE_D475E=POINT,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","EIEC","""CDPH_EIEC_13"",""EIEC"",""SRS6135852""",,"PDT001084298.1","2021-07-07T21:33:32Z","USA: California","stool","clinical","PDS000046331.6",9,45,"SAMN14085495","GCA_019178615.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA7=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE",
"E.coli and Shigella","PNUSAE026601","""PNUSAE026601"",""SRS5086484""",,"PDT000542086.2","2019-07-11T18:31:49Z","USA:CA","feces","environmental/other","PDS000057790.1",3,,"SAMN12255965",,"acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,fosA7.5=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026479","""PNUSAE026479"",""SRS5086640""",,"PDT000542109.2","2019-07-11T19:32:50Z","USA:CA","feces","environmental/other","PDS000057790.1",3,,"SAMN12256128",,"acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,fosA7.5=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026453","""PNUSAE026453"",""SRS5087342""",,"PDT000542159.2","2019-07-11T20:32:05Z","USA:CA","feces","environmental/other","PDS000057790.1",3,,"SAMN12256130",,"acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,fosA7.5=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026464","""PNUSAE026464"",""SRS5087444""",,"PDT000542191.2","2019-07-11T20:32:11Z","USA:CA","feces","environmental/other","PDS000057790.1",2,,"SAMN12256477",,"acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,fosA7.5=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026456","""PNUSAE026456"",""SRS5087459""",,"PDT000542195.2","2019-07-11T21:31:38Z","USA:CA","sediment","environmental/other","PDS000057790.1",16,,"SAMN12256493",,"acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,fosA7.5=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026455","""PNUSAE026455"",""SRS5087460""",,"PDT000542196.2","2019-07-11T21:31:38Z","USA:CA","feces","environmental/other","PDS000057790.1",1,,"SAMN12256478",,"acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,fosA7.5=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026454","""PNUSAE026454"",""SRS5087461""",,"PDT000542197.2","2019-07-11T21:31:39Z","USA:CA","feces","environmental/other","PDS000057790.1",1,,"SAMN12256476",,"acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,fosA7.5=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CDPH_C88","""CDPH_C88"",""SRS1412926""",,"PDT000139877.1","2016-07-20T19:13:19Z","USA: Berkley, CA",,"clinical","PDS000062066.1",2,,"SAMN04440975","GCA_001689225.1","aadA1=COMPLETE,acrF=MISTRANSLATION,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaOXA-2=COMPLETE,blaTEM-1=COMPLETE,dfrA8=COMPLETE,glpT_E448K=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","PNUSAE026480","""PNUSAE026480"",""SRS5086549""",,"PDT000542102.2","2019-07-11T19:32:49Z","USA:CA","feces","environmental/other","PDS000058233.1",5,,"SAMN12256129",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026477","""PNUSAE026477"",""SRS5086550""",,"PDT000542103.2","2019-07-11T19:32:49Z","USA:CA","feces","environmental/other","PDS000058233.1",2,,"SAMN12256122",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026478","""PNUSAE026478"",""SRS5086639""",,"PDT000542108.2","2019-07-11T19:32:50Z","USA:CA","feces","environmental/other","PDS000058233.1",2,,"SAMN12256125",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026463","""PNUSAE026463"",""SRS5087436""",,"PDT000542183.2","2019-07-11T20:32:09Z","USA:CA","feces","environmental/other","PDS000058233.1",0,,"SAMN12256483",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026462","""PNUSAE026462"",""SRS5087437""",,"PDT000542184.2","2019-07-11T20:32:09Z","USA:CA","feces","environmental/other","PDS000058233.1",1,,"SAMN12256485",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026460","""PNUSAE026460"",""SRS5087439""",,"PDT000542186.2","2019-07-11T20:32:09Z","USA:CA","feces","environmental/other","PDS000058233.1",1,,"SAMN12256480",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026450","""PNUSAE026450"",""SRS5087441""",,"PDT000542188.2","2019-07-11T20:32:10Z","USA:CA","feces","environmental/other","PDS000058233.1",1,,"SAMN12256499",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026451","""PNUSAE026451"",""SRS5087443""",,"PDT000542190.2","2019-07-11T20:32:10Z","USA:CA","feces","environmental/other","PDS000058233.1",1,,"SAMN12256498",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026461","""PNUSAE026461"",""SRS5087445""",,"PDT000542192.2","2019-07-11T20:32:11Z","USA:CA","feces","environmental/other","PDS000058233.1",0,,"SAMN12256488",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026459","""PNUSAE026459"",""SRS5087446""",,"PDT000542193.2","2019-07-11T20:32:11Z","USA:CA","feces","environmental/other","PDS000058233.1",0,,"SAMN12256479",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE026452","""PNUSAE026452"",""SRS5087462""",,"PDT000542198.2","2019-07-11T21:31:39Z","USA:CA","feces","environmental/other","PDS000058233.1",0,,"SAMN12256497",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","22CA01GT03UCD-EC","""22CA01GT03UCD-EC"",""SRS14797073""",,"PDT001399091.1","2022-08-26T22:39:56Z","USA:CA","ground turkey","environmental/other","PDS000090618.9",24,,"SAMN30470023","GCA_024844285.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT",
"E.coli and Shigella","CVM N19EC1048","""CVM N19EC1048"",""SRS7420791""",,"PDT000844622.1","2020-09-24T17:23:30Z","USA:CA","ground turkey","environmental/other","PDS000065325.8",32,,"SAMN16245208","GCA_014745595.1","aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","CFSAN077207","""CFSAN077207"",""MJ- 791-3"",""SRS4768016""",,"PDT000501573.2","2019-05-15T23:51:09Z","USA:CA","cattle manure","environmental/other","PDS000115585.1",0,49,"SAMN11655629","GCA_011948765.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CFSAN077206","""CFSAN077206"",""MJ- 791-2"",""SRS4768059""",,"PDT000501606.2","2019-05-16T01:50:54Z","USA:CA","cattle manure","environmental/other","PDS000115585.1",0,49,"SAMN11655669","GCA_011944845.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","MJ1209","""CFSAN113518"",""MJ1209"",""SRS14626824""",,"PDT001386931.1","2022-08-12T18:35:42Z","USA:CA","Bovine manure","environmental/other","PDS000115585.1",10,30,"SAMN30282652","GCA_025020785.1","acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",
"E.coli and Shigella","VL-800-268-ECOL","""SRS3643763"",""VL-800-268-ECOL""",,"PDT000360848.1","2018-08-10T00:42:45Z","USA:CA","Commercial food","environmental/other","PDS000045032.6",15,17,"SAMN09788312","GCA_013058565.1","aadA1=COMPLETE,aadA22=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-55=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,lnu(F)=COMPLETE,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul2=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","82.0392","""82.0392"",""CFSAN078782"",""E2018003599"",""SRS4846454""",,"PDT000510046.1","2019-05-30T17:55:15Z","USA:CA","canine","environmental/other","PDS000046156.7",24,,"SAMN09060941","GCA_012377695.1","acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT",
"E.coli and Shigella","CFSAN084836","""CFSAN084836"",""MJ-2028-1"",""SRS4768553""",,"PDT000501703.2","2019-05-16T10:51:22Z","USA:CA","cattle manure (Bos taurus)","environmental/other","PDS000083529.3",34,,"SAMN11658233","GCA_011944285.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,parC_A56T=POINT",
"E.coli and Shigella","MJ-2166-2","""CFSAN109306"",""CFSAN110074"",""MJ-2166-2"",""SRS8527578""",,"PDT000989037.1","2021-03-22T16:32:14Z","USA:CA","cattle feces (Bos taurus)","environmental/other","PDS000083529.3",7,,"SAMN18403334","GCA_017726135.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,parC_A56T=POINT",
"E.coli and Shigella","MJ-2236-2","""CFSAN109435"",""CFSAN109945"",""MJ-2236-2"",""SRS8528381""",,"PDT000989111.1","2021-03-22T17:34:14Z","USA:CA","cattle feces (Bos taurus)","environmental/other","PDS000083529.3",0,,"SAMN18406492","GCA_017725905.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,parC_A56T=POINT",
"E.coli and Shigella","MJ-2236-3","""CFSAN109436"",""CFSAN109944"",""MJ-2236-3"",""SRS8528487""",,"PDT000989129.1","2021-03-22T17:34:20Z","USA:CA","cattle feces (Bos taurus)","environmental/other","PDS000083529.3",0,,"SAMN18408112","GCA_017725955.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,parC_A56T=POINT",
"E.coli and Shigella","MJ-2236-1","""CFSAN109434"",""CFSAN109946"",""MJ-2236-1"",""SRS8528514""",,"PDT000989156.1","2021-03-22T17:34:31Z","USA:CA","cattle feces (Bos taurus)","environmental/other","PDS000083529.3",0,,"SAMN18409246","GCA_017725855.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,parC_A56T=POINT,qnrB19=COMPLETE",
"E.coli and Shigella","MJ-2177-1","""CFSAN109319"",""CFSAN110061"",""MJ-2177-1"",""SRS8599737""",,"PDT000993130.1","2021-03-29T21:20:37Z","USA:CA","cattle feces (Bos taurus)","environmental/other","PDS000083529.3",2,,"SAMN18528383","GCA_017683185.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,parC_A56T=POINT",
"E.coli and Shigella","MJ-2182-1","""CFSAN109324"",""CFSAN110056"",""MJ-2182-1"",""SRS8599768""",,"PDT000993137.1","2021-03-29T21:20:39Z","USA:CA","cattle feces (Bos taurus)","environmental/other","PDS000083529.3",1,,"SAMN18528429","GCA_017683085.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,parC_A56T=POINT",
"E.coli and Shigella","MJ-2182-2","""CFSAN109325"",""CFSAN110055"",""MJ-2182-2"",""SRS8599797""",,"PDT000993140.1","2021-03-29T21:20:40Z","USA:CA","cattle feces (Bos taurus)","environmental/other","PDS000083529.3",0,,"SAMN18528509","GCA_017683005.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,parC_A56T=POINT",
"E.coli and Shigella","MJ-2182-3","""CFSAN109326"",""CFSAN110054"",""MJ-2182-3"",""SRS8599749""",,"PDT000993246.1","2021-03-29T22:21:07Z","USA:CA","cattle feces (Bos taurus)","environmental/other","PDS000083529.3",0,,"SAMN18528398","GCA_017680245.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,parC_A56T=POINT",
"E.coli and Shigella","EIEC","""CDPH_EIEC_1"",""EIEC"",""SRS6135848""",,"PDT001084302.1","2021-07-07T21:33:33Z","USA: California","stool","clinical","PDS000051965.6",7,,"SAMN14085483","GCA_019178535.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,mdtM=COMPLETE,qnrS1=COMPLETE,sul2=COMPLETE",
"E.coli and Shigella","FSIS12138993","""FSIS12138993"",""SRS8715145""",,"PDT001007421.1","2021-04-16T21:21:42Z","USA:CA","Animal-Swine-Sow (cecal)","environmental/other","PDS000084756.6",18,,"SAMN18766041","GCA_018080665.1","acrF=COMPLETE,blaEC=MISTRANSLATION,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1500736","""FSIS1500736"",""SRS1010301""","O103","PDT000072709.3","2015-07-23T22:09:14Z","USA:CA","product-raw-intact-beef","environmental/other","PDS000034268.7",,26,"SAMN03897503","GCA_012806835.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CVM N19EC0558","""CVM N19EC0558"",""SRS5756004""",,"PDT000639555.1","2019-12-05T03:30:05Z","USA:CA","Chicken Breasts","environmental/other","PDS000054139.5",20,,"SAMN12990657","GCA_012609195.1","acrF=COMPLETE,blaEC=COMPLETE,gyrA_S83L=POINT,mdtM=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","20CA02CB05UCD-EC","""20CA02CB05UCD-EC"",""CFSAN106617"",""SRS8244202""",,"PDT000954829.1","2021-02-12T18:24:43Z","USA:CA","chicken leg","environmental/other","PDS000073679.5",6,8,"SAMN17897736","GCA_017031995.1","acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT",
"E.coli and Shigella","12.2859","""12.2859"",""CFSAN072542"",""SRS2795499""",,"PDT000274846.3","2017-12-28T22:50:28Z","USA:CA","spring mixture","environmental/other","PDS000034021.4",1,,"SAMN08134304","GCA_018092085.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","12.2856","""12.2856"",""CFSAN072539"",""SRS2795528""",,"PDT000274862.3","2017-12-28T22:50:32Z","USA:CA","spring mixture","environmental/other","PDS000034021.4",2,,"SAMN08134313","GCA_020351405.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT,mdtM=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","12.286","""12.286"",""CFSAN072543"",""SRS2796025""",,"PDT000274864.3","2017-12-28T22:50:33Z","USA:CA","spring mixture","environmental/other","PDS000034021.4",0,,"SAMN08134308","GCA_018092105.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","12.2855","""12.2855"",""CFSAN068116"",""SRS2796523""",,"PDT000274948.3","2017-12-29T01:40:24Z","USA:CA","spring mixture","environmental/other","PDS000034021.4",0,,"SAMN07562277","GCA_018092065.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","12.2857","""12.2857"",""CFSAN072540"",""SRS3066211""",,"PDT000295671.3","2018-03-19T19:42:41Z","USA:CA","spring mixture","environmental/other","PDS000034021.4",1,,"SAMN08134300","GCA_018091905.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","RM11334","""CFSAN112688"",""RM11334"",""SRS10476267""",,"PDT001146555.1","2021-10-07T17:32:17Z","USA:CA","bovine","environmental/other","PDS000078535.2",0,,"SAMN22060858","GCA_020395265.1","acrF=MISTRANSLATION,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","RM11335","""CFSAN112689"",""RM11335"",""SRS10476266""",,"PDT001146557.1","2021-10-07T17:32:17Z","USA:CA","bovine","environmental/other","PDS000078535.2",0,,"SAMN22060892","GCA_020396445.1","acrF=MISTRANSLATION,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","RM11336","""CFSAN112690"",""RM11336"",""SRS10476269""",,"PDT001146558.1","2021-10-07T17:32:17Z","USA:CA","bovine","environmental/other","PDS000078535.2",0,,"SAMN22060904","GCA_020395285.1","acrF=MISTRANSLATION,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","RM11329","""CFSAN112684"",""RM11329"",""SRS10476268""",,"PDT001146559.1","2021-10-07T17:32:18Z","USA:CA","bovine","environmental/other","PDS000078535.2",0,,"SAMN22060901","GCA_020396125.1","acrF=MISTRANSLATION,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","RM11332","""CFSAN112687"",""RM11332"",""SRS10476270""",,"PDT001146560.1","2021-10-07T17:32:18Z","USA:CA","bovine","environmental/other","PDS000078535.2",0,,"SAMN22060909","GCA_020394965.1","acrF=MISTRANSLATION,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","RM11327","""CFSAN112683"",""RM11327"",""SRS10476278""",,"PDT001146600.1","2021-10-07T18:29:49Z","USA:CA","bovine","environmental/other","PDS000078535.2",0,,"SAMN22060843","GCA_020395805.1","acrF=MISTRANSLATION,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","RM11326","""CFSAN112682"",""RM11326"",""SRS10476277""",,"PDT001146601.1","2021-10-07T18:29:49Z","USA:CA","bovine","environmental/other","PDS000078535.2",0,,"SAMN22060853","GCA_020395765.1","acrF=MISTRANSLATION,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149556-S002-011","""CFSAN108999"",""FDA1149556-S002-011"",""SRS7759163""",,"PDT000897291.1","2020-11-25T04:26:27Z","USA:CA","soil scat","environmental/other","PDS000076507.1",0,,"SAMN16883112","GCA_015688135.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149556-S004-010","""CFSAN109003"",""FDA1149556-S004-010"",""SRS7769226""",,"PDT000897672.1","2020-11-25T18:28:24Z","USA:CA","soil scat","environmental/other","PDS000076507.1",2,,"SAMN16882162","GCA_015924945.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149556-S002-009","""CFSAN108998"",""FDA1149556-S002-009"",""SRS7763337""",,"PDT000897695.1","2020-11-25T18:28:30Z","USA:CA","soil scat","environmental/other","PDS000076507.1",0,,"SAMN16883115","GCA_015924685.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149556-S007-007","""CFSAN109008"",""FDA1149556-S007-007"",""SRS7776344""",,"PDT000897696.1","2020-11-25T18:28:30Z","USA:CA","soil scat","environmental/other","PDS000076507.1",7,,"SAMN16883136","GCA_015924625.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149556-S002-008","""CFSAN108997"",""FDA1149556-S002-008"",""SRS7763030""",,"PDT000897697.1","2020-11-25T18:28:30Z","USA:CA","soil scat","environmental/other","PDS000076507.1",0,,"SAMN16883141","GCA_015924645.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149556-S002-007","""CFSAN108996"",""FDA1149556-S002-007"",""SRS7772805""",,"PDT000897698.1","2020-11-25T18:28:31Z","USA:CA","soil scat","environmental/other","PDS000076507.1",0,,"SAMN16883143","GCA_015925105.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149556-S002-012","""CFSAN109000"",""FDA1149556-S002-012"",""SRS7761841""",,"PDT000897699.1","2020-11-25T18:28:31Z","USA:CA","soil scat","environmental/other","PDS000076507.1",0,,"SAMN16883162","GCA_015932685.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149556-S004-009","""CFSAN109002"",""FDA1149556-S004-009"",""SRS7763803""",,"PDT000897928.1","2020-11-25T20:26:07Z","USA:CA","soil scat","environmental/other","PDS000076507.1",2,,"SAMN16883053","GCA_015920825.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149556-S007-008","""CFSAN109009"",""FDA1149556-S007-008"",""SRS7765347""",,"PDT000897929.1","2020-11-25T20:26:07Z","USA:CA","soil scat","environmental/other","PDS000076507.1",6,,"SAMN16883109","GCA_015920485.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149342-S003-008","""CFSAN109550"",""FDA1149342-S003-008"",""SRS7880542""",,"PDT000917361.1","2020-12-18T21:22:55Z","USA:CA","sediment","environmental/other","PDS000077674.4",0,,"SAMN17116163","GCA_016152015.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149342-S003-010","""CFSAN109552"",""FDA1149342-S003-010"",""SRS7881244""",,"PDT000917425.1","2020-12-18T21:23:16Z","USA:CA","sediment","environmental/other","PDS000077674.4",0,,"SAMN17116335","GCA_016149055.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FDA1149342-S003-001","""CFSAN109544"",""FDA1149342-S003-001"",""SRS7881251""",,"PDT000917429.1","2020-12-18T22:20:01Z","USA:CA","sediment","environmental/other","PDS000077674.4",0,,"SAMN17117208","GCA_016148535.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
