#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Listeria monocytogenes","FDA1133907-S026-004","""CFSAN107429"",""FDA1133907-S026-004"",""SRS7498997""",,"PDT000859149.3","2020-10-09T21:26:50Z","USA:TX","environmental swabs","environmental/other","PDS000024989.120",0,0,"SAMN16403983","GCA_014966825.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1133907-S028-003","""CFSAN107431"",""FDA1133907-S028-003"",""SRS7499013""",,"PDT000859165.1","2020-10-09T17:31:40Z","USA:TX","environmental swabs","environmental/other","PDS000024989.120",0,0,"SAMN16403997","GCA_015011475.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1133907-S019-004","""CFSAN107424"",""FDA1133907-S019-004"",""SRS7499141""",,"PDT000859170.1","2020-10-09T17:31:42Z","USA:TX","environmental swabs","environmental/other","PDS000024989.120",0,0,"SAMN16405877","GCA_015011355.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1133907-S063-005","""CFSAN107439"",""FDA1133907-S063-005"",""SRS7499350""",,"PDT000859173.1","2020-10-09T17:31:43Z","USA:TX","environmental swabs","environmental/other","PDS000024989.120",0,0,"SAMN16405882","GCA_015011175.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1133907-S016-005","""CFSAN107421"",""FDA1133907-S016-005"",""SRS7499351""",,"PDT000859174.1","2020-10-09T17:31:43Z","USA:TX","environmental swabs","environmental/other","PDS000024989.120",0,0,"SAMN16405881","GCA_015011255.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1133907-S013-001","""FDA1133907-S013-001"",""SRS7515808""",,"PDT000861485.1","2020-10-14T02:22:36Z","USA:TX","environmental swabs","environmental/other","PDS000024989.120",0,0,"SAMN16432786","GCA_014906985.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1133907-S025-002","""CFSAN107428"",""FDA1133907-S025-002"",""SRS7537778""",,"PDT000863498.1","2020-10-20T02:28:42Z","USA:TX","environmental swabs","environmental/other","PDS000024989.120",0,0,"SAMN16481070","GCA_014949395.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1133907-S046-006","""CFSAN107409"",""FDA1133907-S046-006"",""SRS7679441""",,"PDT000884937.1","2020-11-10T16:23:52Z","USA:TX","environmental swabs","environmental/other","PDS000024989.120",0,0,"SAMN16709227","GCA_015361495.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1133907-S022-002","""CFSAN107426"",""FDA1133907-S022-002"",""SRS7679442""",,"PDT000884938.1","2020-11-10T16:23:53Z","USA:TX","environmental swabs","environmental/other","PDS000024989.120",0,0,"SAMN16709196","GCA_015361515.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS32106068","""FSIS32106068"",""SRS11019567""",,"PDT001172179.1","2021-11-09T17:31:45Z","USA:TX","environmental: non-food-contact surface","environmental/other","PDS000024989.120",1,2,"SAMN23008904","GCA_020811315.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS12211119","""FSIS12211119"",""SRS12769323""",,"PDT001295206.1","2022-04-27T22:40:21Z","USA:TX","Environmental: food-contact surface","environmental/other","PDS000024989.120",7,9,"SAMN27920861","GCA_023182575.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1197504-S025-006","""CFSAN126244"",""FDA1197504-S025-006"",""SRS14963069""",,"PDT001408156.1","2022-09-02T18:38:33Z","USA:TX","Environmental samples","environmental/other","PDS000024989.120",1,28,"SAMN30645974","GCA_025009525.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1197504-S024-006","""CFSAN126243"",""FDA1197504-S024-006"",""SRS14963089""",,"PDT001408161.1","2022-09-02T18:38:33Z","USA:TX","Environmental samples","environmental/other","PDS000024989.120",1,27,"SAMN30646219","GCA_025009405.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TXACF1901376","""CFSAN096266"",""SRS5187386"",""TXACF1901376""",,"PDT000551297.1","2019-07-31T20:31:43Z","USA:TX","environmental swab sponge underside lip of hinged ice bin door processing room","environmental/other","PDS000024645.152",3,18,"SAMN12414126","GCA_007875205.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TXACF1901371","""CFSAN096265"",""SRS5187397"",""TXACF1901371""",,"PDT000551309.1","2019-07-31T20:31:45Z","USA:TX","environmental swab sponge underside of mop sink in processing room","environmental/other","PDS000024645.152",0,15,"SAMN12414124","GCA_007875345.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TXACF1901399","""CFSAN096267"",""SRS5187456"",""TXACF1901399""",,"PDT000551368.1","2019-07-31T20:31:54Z","USA:TX","environmental swab sponge beam floor juncture on west side of cooler door open to hallway shared with processing room adjacent thermometer monitoring station","environmental/other","PDS000024645.152",0,15,"SAMN12414125","GCA_007874365.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090622-S001-001","""CFSAN101557"",""FDA00014878"",""FDA1090622-S001-001"",""SRS5697109""",,"PDT000631575.1","2019-11-21T23:32:25Z","USA:TX","environmental swab","environmental/other","PDS000024656.186",2,18,"SAMN13340400","GCA_010082315.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090622-S017-001","""CFSAN101561"",""FDA00014882"",""FDA1090622-S017-001"",""SRS5697115""",,"PDT000631581.1","2019-11-21T23:32:27Z","USA:TX","environmental swab","environmental/other","PDS000024656.186",3,19,"SAMN13340414","GCA_010082415.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090622-S017-007","""CFSAN101562"",""FDA00014883"",""FDA1090622-S017-007"",""SRS5697126""",,"PDT000631592.1","2019-11-21T23:32:31Z","USA:TX","environmental swab","environmental/other","PDS000024656.186",0,16,"SAMN13340451","GCA_010082395.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090622-S014-001","""CFSAN101559"",""FDA00014880"",""FDA1090622-S014-001"",""SRS5697127""",,"PDT000631593.1","2019-11-21T23:32:31Z","USA:TX","environmental swab","environmental/other","PDS000024656.186",0,16,"SAMN13340449","GCA_010083255.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090622-S014-007","""CFSAN101560"",""FDA00014881"",""FDA1090622-S014-007"",""SRS5697130""",,"PDT000631596.1","2019-11-21T23:32:32Z","USA:TX","environmental swab","environmental/other","PDS000024656.186",2,18,"SAMN13340457","GCA_010083795.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090622-S001-007","""CFSAN101558"",""FDA00014879"",""FDA1090622-S001-007"",""SRS5697188""",,"PDT000631653.1","2019-11-21T23:32:49Z","USA:TX","environmental swab","environmental/other","PDS000024656.186",3,19,"SAMN13340568","GCA_010082575.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1606868","""FSIS1606868"",""SRS1520652""",,"PDT000135375.2","2016-06-22T18:16:03Z","USA:TX","environmental: non-food-contact surface","environmental/other","PDS000024856.163",1,18,"SAMN05274306","GCA_006218925.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1606869","""FSIS1606869"",""SRS1529628""",,"PDT000136378.2","2016-06-28T19:12:58Z","USA:TX","environmental: non-food-contact surface","environmental/other","PDS000024856.163",1,17,"SAMN05301287","GCA_006219905.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","NMSU-SW0821-04","""NMSU-SW0821-04"",""SRS10619924""",,"PDT001156664.1","2021-10-20T02:28:07Z","USA:TX","beef small intestine cooked","environmental/other","PDS000024856.163",1,22,"SAMN22368887","GCA_020534185.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","NMSU-SW0821-03","""NMSU-SW0821-03"",""SRS10619922""",,"PDT001156665.1","2021-10-20T02:28:08Z","USA:TX","environmental swab sponge from a packaging table at a meat food processing facility","environmental/other","PDS000024856.163",0,23,"SAMN22368886","GCA_020534105.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","NMSU-SW0821-02","""NMSU-SW0821-02"",""SRS10619923""",,"PDT001156666.1","2021-10-20T02:28:08Z","USA:TX","environmental swab sponge from a cutting table at a meat food processing facility","environmental/other","PDS000024856.163",0,23,"SAMN22368885","GCA_020534225.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","NMSU-SW0821-01","""NMSU-SW0821-01"",""SRS10619921""",,"PDT001156667.1","2021-10-20T02:28:08Z","USA:TX","environmental swab sponge from employee hand at a meat food processing facility","environmental/other","PDS000024856.163",1,21,"SAMN22368884","GCA_020534145.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-ACF1501534","""CFSAN036111"",""SRS1016185"",""TX-ACF1501534""",,"PDT000077141.2","2015-07-29T19:10:49Z","USA:TX","fully cooked smoked","environmental/other","PDS000024241.98",25,27,"SAMN03892150","GCA_004416605.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-ACF1301420","""CFSAN051165"",""SRS1493087"",""TX-ACF1301420""",,"PDT000133899.2","2016-06-08T22:13:27Z","USA:TX","environmental swab","environmental/other","PDS000024241.98",2,26,"SAMN05171476","GCA_004676005.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-ACF1301424","""CFSAN051166"",""SRS1493088"",""TX-ACF1301424""",,"PDT000133900.2","2016-06-08T22:13:27Z","USA:TX","environmental swab","environmental/other","PDS000024241.98",1,25,"SAMN05171477","GCA_004676045.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-ACF1700859","""CFSAN062759"",""SRS2127582"",""TX-ACF1700859""",,"PDT000203141.2","2017-04-18T15:41:47Z","USA:TX","environmental swab","environmental/other","PDS000024241.98",1,24,"SAMN06705152","GCA_004692805.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-ACF1700865","""CFSAN062760"",""SRS2127583"",""TX-ACF1700865""",,"PDT000203142.2","2017-04-18T15:41:47Z","USA:TX","environmental swab","environmental/other","PDS000024241.98",9,33,"SAMN06705151","GCA_004691645.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN013599","""CFSAN013599"",""FSIS1400044"",""SRS633608""",,"PDT000032135.3","2014-06-10T21:05:00Z","USA:TX","smoked chicken salad","environmental/other","PDS000025433.69",29,29,"SAMN02849539","GCA_004515685.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1504028","""FSIS1504028"",""SRS1065628""",,"PDT000082895.2","2015-09-11T23:09:25Z","USA:TX","RTE Product","environmental/other","PDS000025433.69",4,21,"SAMN04054381","GCA_004417535.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-ACF1300384","""CFSAN051156"",""SRS1473173"",""TX-ACF1300384""",,"PDT000133180.2","2016-05-31T01:13:33Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",7,20,"SAMN05171467",,"fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-AML1301173","""CFSAN051161"",""SRS1493083"",""TX-AML1301173""",,"PDT000133895.2","2016-06-08T22:13:27Z","USA:TX","sliced mushroom","environmental/other","PDS000025433.69",1,33,"SAMN05171472","GCA_004674645.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-ACF1301282","""CFSAN051164"",""SRS1493086"",""TX-ACF1301282""",,"PDT000133898.2","2016-06-08T22:13:27Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",5,38,"SAMN05171475","GCA_004676025.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1607034","""FSIS1607034"",""SRS1565772""",,"PDT000138069.2","2016-07-15T17:14:55Z","USA:TX","RTE Product Turkey","environmental/other","PDS000025433.69",4,25,"SAMN05379558","GCA_004678265.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1609565","""FSIS1609565"",""SRS1926805""",,"PDT000178839.2","2017-01-18T15:29:39Z","USA:TX","environmental: non-food-contact surface","environmental/other","PDS000025433.69",5,35,"SAMN06237836","GCA_004591815.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN022996","""CFSAN022996"",""FSIS1400153"",""SRS686747""",,"PDT000388408.1","2018-10-02T19:27:17Z","USA:TX","environmental non-food-contact surface","environmental/other","PDS000025433.69",5,38,"SAMN02990226","GCA_003608355.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN018386","""CFSAN018386"",""FSIS1400049"",""SRS645196""",,"PDT000388415.1","2018-10-02T19:28:51Z","USA:TX","environmental non-food-contact surface","environmental/other","PDS000025433.69",23,28,"SAMN02850699","GCA_003608485.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S057-006","""CFSAN095854"",""FDA00014440"",""FDA1090620-S057-006"",""SRS5108961""",,"PDT000545173.1","2019-07-17T18:31:57Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",5,38,"SAMN12289742","GCA_007469435.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S069-006","""CFSAN095856"",""FDA00014442"",""FDA1090620-S069-006"",""SRS5109303""",,"PDT000545184.1","2019-07-17T19:32:51Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",4,37,"SAMN12290038","GCA_007470535.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S053-006","""CFSAN095924"",""FDA00014466"",""FDA1090620-S053-006"",""SRS5138494""",,"PDT000547307.1","2019-07-23T01:52:57Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",9,38,"SAMN12339735","GCA_007927065.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S040-006","""CFSAN095920"",""FDA00014462"",""FDA1090620-S040-006"",""SRS5138496""",,"PDT000547309.1","2019-07-23T01:52:57Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",0,35,"SAMN12339736","GCA_007927085.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S018-007","""CFSAN095918"",""FDA00014460"",""FDA1090620-S018-007"",""SRS5138498""",,"PDT000547311.1","2019-07-23T01:52:57Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",2,39,"SAMN12339772","GCA_007927205.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S039-007","""CFSAN095919"",""FDA00014461"",""FDA1090620-S039-007"",""SRS5138634""",,"PDT000547312.1","2019-07-23T01:52:57Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",7,41,"SAMN12339775","GCA_007927145.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S067-006","""CFSAN095929"",""FDA00014471"",""FDA1090620-S067-006"",""SRS5138655""",,"PDT000547316.2","2019-07-25T13:33:28Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",2,39,"SAMN12339888","GCA_007740595.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S016-007","""CFSAN095916"",""FDA00014458"",""FDA1090620-S016-007"",""SRS5138887""",,"PDT000547344.1","2019-07-23T01:53:07Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",0,35,"SAMN12340067","GCA_007927865.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S054-006","""CFSAN095925"",""FDA00014467"",""FDA1090620-S054-006"",""SRS5138899""",,"PDT000547355.2","2019-07-25T12:32:06Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",9,41,"SAMN12340079","GCA_007738835.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1113051-024-001","""CFSAN097973"",""FDA00014688"",""FDA1113051-024-001"",""SRS5362398""",,"PDT000582978.1","2019-09-09T16:28:57Z","USA:TX","environmental swab","environmental/other","PDS000025433.69",28,27,"SAMN12716031","GCA_008554435.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS32207350","""FSIS32207350"",""SRS13744511""",,"PDT001355045.1","2022-07-08T00:52:31Z","USA:TX","RTE Product","environmental/other","PDS000025433.69",17,30,"SAMN29584657","GCA_024194155.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","MOD1_LS660","""CFSAN012820"",""MOD1_LS660"",""SRS719837""","1/2a","PDT000040673.2","2014-10-14T23:06:13Z","USA:TX","blood","clinical","PDS000000367.99",0,0,"SAMN02769781","GCA_004438085.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","MOD1_LS665","""CFSAN012825"",""MOD1_LS665"",""SRS728406""","1/2a","PDT000041243.2","2014-10-24T15:06:21Z","USA:TX","celery","environmental/other","PDS000000367.99",5,5,"SAMN02769786","GCA_004441405.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","MOD1_LS658","""CFSAN012818"",""MOD1_LS658"",""SRS728408""","1/2a","PDT000041244.2","2014-10-24T15:06:21Z","USA:TX","pleural fluid","clinical","PDS000000367.99",6,4,"SAMN02769779","GCA_004393225.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","MOD1_LS659","""CFSAN012819"",""MOD1_LS659"",""SRS728429""","1/2a","PDT000041254.2","2014-10-24T15:06:23Z","USA:TX","blood","clinical","PDS000000367.99",0,0,"SAMN02769780","GCA_004441535.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","MOD1_LS661","""CFSAN012821"",""MOD1_LS661"",""SRS728431""","1/2a","PDT000041255.2","2014-10-24T15:06:24Z","USA:TX","chicken salad","environmental/other","PDS000000367.99",0,3,"SAMN02769782","GCA_004441565.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","MOD1_LS664","""CFSAN012824"",""MOD1_LS664"",""SRS728433""","1/2a","PDT000041256.2","2014-10-24T15:06:24Z","USA:TX","celery","environmental/other","PDS000000367.99",1,1,"SAMN02769785","GCA_004441585.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","MOD1_LS663","""CFSAN012823"",""MOD1_LS663"",""SRS728439""","1/2a","PDT000041258.2","2014-10-24T15:06:24Z","USA:TX","chicken salad","environmental/other","PDS000000367.99",1,8,"SAMN02769784","GCA_004381655.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","MOD1_LS666","""CFSAN012826"",""MOD1_LS666"",""SRS728443""","1/2a","PDT000041261.2","2014-10-24T15:06:25Z","USA:TX","celery","environmental/other","PDS000000367.99",2,9,"SAMN02769787","GCA_004408785.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","NRRL B-57607","""2010L.1723"",""BCW_3917"",""NRRL B-57607"",""SRS846303""","1/2a","PDT000102527.3","2016-01-21T16:24:14Z","USA:TX",,"clinical","PDS000000367.99",0,0,"SAMN03277737","GCA_004712025.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646415 90-6","""CFSAN000821"",""FDA00007532"",""FDA646415 90-6"",""SRS1925425""",,"PDT000178769.2","2017-01-17T22:33:30Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",2,3,"SAMN02937492","GCA_004429195.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646415 85-6","""CFSAN000820"",""FDA00007531"",""FDA646415 85-6"",""SRS1925426""",,"PDT000178770.2","2017-01-17T22:33:31Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",4,0,"SAMN02937491","GCA_004429235.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646413 30-6","""CFSAN000815"",""FDA00007526"",""FDA646413 30-6"",""SRS1935216""",,"PDT000181009.2","2017-01-23T20:29:55Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",3,4,"SAMN02937486","GCA_004429395.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646413 15-1","""CFSAN000813"",""FDA00007524"",""FDA646413 15-1"",""SRS1935218""",,"PDT000181011.2","2017-01-23T20:29:56Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",1,1,"SAMN02937484","GCA_004403845.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646413 19-6","""CFSAN000814"",""FDA00007525"",""FDA646413 19-6"",""SRS1935219""",,"PDT000181012.2","2017-01-23T20:29:56Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",2,3,"SAMN02937485","GCA_004383585.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646413 8-1","""CFSAN000812"",""FDA00007523"",""FDA646413 8-1"",""SRS1935220""",,"PDT000181013.2","2017-01-23T20:29:56Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",1,1,"SAMN02937483","GCA_004429475.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646415 76-6","""CFSAN000819"",""FDA00007530"",""FDA646415 76-6"",""SRS1944367""",,"PDT000181545.2","2017-01-27T16:31:34Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",1,1,"SAMN02937490","GCA_004429635.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646413 7-6","""CFSAN000811"",""FDA00007522"",""FDA646413 7-6"",""SRS1944369""",,"PDT000181547.2","2017-01-27T16:31:34Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",0,7,"SAMN02937482","GCA_004428475.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA615985 2-3","""CFSAN000808"",""FDA00007519"",""FDA615985 2-3"",""SRS1944371""",,"PDT000181549.2","2017-01-27T16:31:35Z","USA:TX","cut celery","environmental/other","PDS000000367.99",1,6,"SAMN02937479","GCA_004428435.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646413 4-6","""CFSAN000809"",""FDA00007520"",""FDA646413 4-6"",""SRS1944372""",,"PDT000181550.2","2017-01-27T16:31:35Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",0,7,"SAMN02937480","GCA_004428515.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646415 74-1","""CFSAN000818"",""FDA00007529"",""FDA646415 74-1"",""SRS1944377""",,"PDT000181555.2","2017-01-27T16:31:36Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",1,7,"SAMN02937489","GCA_004383305.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646413 36-6","""CFSAN000817"",""FDA00007528"",""FDA646413 36-6"",""SRS1944378""",,"PDT000181556.2","2017-01-27T16:31:36Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",2,3,"SAMN02937488","GCA_004428195.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA646413 6-6","""CFSAN000810"",""FDA00007521"",""FDA646413 6-6"",""SRS1944394""",,"PDT000181568.2","2017-01-27T16:31:38Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",2,2,"SAMN02937481","GCA_004428615.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA615985 2-1","""CFSAN000807"",""FDA00007518"",""FDA615985 2-1"",""SRS1944420""",,"PDT000181571.2","2017-01-27T16:31:38Z","USA:TX","cut celery","environmental/other","PDS000000367.99",6,6,"SAMN02937478","GCA_004391785.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA615984 31-6","""CFSAN000805"",""FDA00007516"",""FDA615984 31-6"",""SRS1944421""",,"PDT000181572.2","2017-01-27T16:31:39Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",1,1,"SAMN02937476","GCA_004404525.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA615984 40-6","""CFSAN000806"",""FDA00007517"",""FDA615984 40-6"",""SRS1944422""",,"PDT000181573.2","2017-01-27T16:31:39Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",0,0,"SAMN02937477","GCA_004359255.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA615984 19-6","""CFSAN000803"",""FDA00007514"",""FDA615984 19-6"",""SRS1944424""",,"PDT000181575.2","2017-01-27T16:31:39Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",1,7,"SAMN02937474","GCA_004428635.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA615984 27-6","""CFSAN000804"",""FDA00007515"",""FDA615984 27-6"",""SRS1944425""",,"PDT000181576.2","2017-01-27T16:31:39Z","USA:TX","environmental swab","environmental/other","PDS000000367.99",0,0,"SAMN02937475","GCA_004429655.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","MOD1_LS814","""CFSAN059412"",""MOD1_LS814"",""SRS2278272""",,"PDT000218210.2","2017-06-13T16:43:56Z","USA:TX","chicken salad","environmental/other","PDS000000367.99",0,3,"SAMN06240076","GCA_016306165.1","abc-f=HMM,catA1=COMPLETE,erm(C)=COMPLETE,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN072519","""2010L.2162"",""CFSAN072519"",""SRS3136985""",,"PDT000303949.3","2018-04-07T01:39:06Z","USA:TX","food","environmental/other","PDS000000367.99",1,2,"SAMN08134165","GCA_004730405.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN072520","""2010L.2182"",""CFSAN072520"",""SRS3137186""",,"PDT000303959.3","2018-04-07T03:38:05Z","USA:TX","food","environmental/other","PDS000000367.99",9,9,"SAMN08134161","GCA_004728545.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-AML1503267","""CFSAN039430"",""SRS1114221"",""TX-AML1503267""",,"PDT000086885.2","2015-10-14T18:19:33Z","USA:TX","green bean","environmental/other","PDS000024574.25",16,13,"SAMN04148255","GCA_004502265.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-ACF1701152","""CFSAN064526"",""SRS2254797"",""TX-ACF1701152""",,"PDT000216135.2","2017-06-07T15:24:01Z","USA:TX","environmental swab","environmental/other","PDS000024574.25",2,20,"SAMN07163097","GCA_004596735.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-ACF1701221","""CFSAN064531"",""SRS2254821"",""TX-ACF1701221""",,"PDT000216159.2","2017-06-07T15:24:06Z","USA:TX","environmental swab","environmental/other","PDS000024574.25",1,19,"SAMN07163125","GCA_004596855.1","fosX=COMPLETE,lin=COMPLETE",
