#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni","FSIS11705198","""FSIS11705198"",""SRS2780976""",,"PDT000273732.2","2017-12-21T19:42:08Z","USA:CA","raw intact chicken","environmental/other","PDS000021609.60",26,18,"SAMN08224455","GCA_004990385.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C010","""CVM N17C010"",""SRS3530513""",,"PDT000345521.1","2018-07-12T09:59:24Z","USA:CA","Chicken Wings","environmental/other","PDS000021609.60",3,19,"SAMN09604896","GCA_005329885.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","FSIS11815021","""FSIS11815021"",""SRS3981251""",,"PDT000396510.1","2018-10-25T19:28:08Z","USA:CA","animal-cattle-heifer","environmental/other","PDS000021482.68",0,1,"SAMN10292951","GCA_003738045.1",,
"Campylobacter jejuni","FSIS11815022","""FSIS11815022"",""SRS3981342""",,"PDT000396549.1","2018-10-25T19:28:15Z","USA:CA","animal-cattle-beef cow","environmental/other","PDS000021482.68",0,1,"SAMN10292952","GCA_003735805.1",,
"Campylobacter jejuni","FSIS11808226","""FSIS11808226"",""SRS3051696""",,"PDT000294721.2","2018-03-15T20:43:45Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000118959.2",6,8,"SAMN08719185","GCA_005051165.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11922581","""FSIS11922581"",""SRS5084489""",,"PDT000541677.1","2019-07-10T23:31:25Z","USA:CA","animal-cattle-heifer","environmental/other","PDS000118959.2",4,4,"SAMN12251435","GCA_007461315.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","2010D-7696","""2010D-7696"",""SRS5635747""",,"PDT000570850.1","2019-08-20T04:15:07Z","USA: CA",,,"PDS000118959.2",,,"SAMN12323633","GCA_008014275.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12139384","""FSIS12139384"",""SRS8812713""",,"PDT001016552.1","2021-04-30T17:27:55Z","USA:CA","Animal-Cattle-Beef Cow (cecal)","environmental/other","PDS000118959.2",10,9,"SAMN18929886","GCA_018221925.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1606042","""FSIS1606042"",""SRS1369901""",,"PDT000122150.2","2016-04-01T14:14:21Z","USA:CA","animal-cattle-beef cow","environmental/other","PDS000022405.53",10,7,"SAMN04599781","GCA_005286285.1","gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1700303","""FSIS1700303"",""SRS2118515""",,"PDT000201613.2","2017-04-13T20:10:43Z","USA:CA","animal-cattle-beef cow","environmental/other","PDS000022405.53",27,26,"SAMN06691371","GCA_005192295.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11704490","""FSIS11704490"",""SRS2672152""",,"PDT000262614.2","2017-11-08T22:22:02Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000022405.53",10,7,"SAMN08000872","GCA_004982985.1","gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11923418","""FSIS11923418"",""SRS5403788""",,"PDT000588588.1","2019-09-18T21:28:09Z","USA:CA","animal-cattle-steer","environmental/other","PDS000022405.53",12,14,"SAMN12782201","GCA_008621885.1","tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N44411F","""CVM N44411F"",""SRS6407091""",,"PDT000717674.1","2020-04-02T05:19:00Z","USA:CA","Cecal Dairy Cow","environmental/other","PDS000022405.53",7,20,"SAMN14504198","GCA_011997945.1","tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N48174F","""CVM N48174F"",""SRS6407115""",,"PDT000718031.1","2020-04-02T05:21:14Z","USA:CA","Cecal Heifer","environmental/other","PDS000022405.53",10,5,"SAMN14504408","GCA_011989665.1","gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606951","""FSIS1606951"",""SRS1568763""",,"PDT000138834.2","2016-07-18T14:18:59Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000115088.2",11,9,"SAMN05413491","GCA_005294805.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1703608","""FSIS1703608"",""SRS2436653""",,"PDT000234024.2","2017-08-17T13:39:52Z","USA:CA","animal-cattle-heifer","environmental/other","PDS000115088.2",5,8,"SAMN07514261","GCA_004968805.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11704993","""FSIS11704993"",""SRS2755110""",,"PDT000271328.2","2017-12-13T17:44:43Z","USA:CA","animal-cattle-heifer","environmental/other","PDS000063083.12",12,11,"SAMN08167544","GCA_004988005.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11922775","""FSIS11922775"",""SRS5145352""",,"PDT000548078.1","2019-07-24T17:38:26Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000063083.12",9,8,"SAMN12349484","GCA_007732505.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11923229","""FSIS11923229"",""SRS5174266""",,"PDT000550951.1","2019-07-29T19:32:17Z","USA:CA","animal-cattle-steer","environmental/other","PDS000063083.12",6,4,"SAMN12391553","GCA_007869845.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11923695","""FSIS11923695"",""SRS5422472""",,"PDT000591851.1","2019-09-23T17:28:31Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000063083.12",8,11,"SAMN12821197","GCA_008709175.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N46622F","""CVM N46622F"",""SRS6406944""",,"PDT000717819.1","2020-04-02T05:20:01Z","USA:CA","Cecal Steer","environmental/other","PDS000063083.12",11,10,"SAMN14504366","GCA_011994265.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12030079","""FSIS12030079"",""SRS6809146""",,"PDT000762279.1","2020-06-09T18:15:26Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000063083.12",9,20,"SAMN15187400","GCA_013741595.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12034538","""FSIS12034538"",""SRS7668775""",,"PDT000882739.1","2020-11-08T07:23:18Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000063083.12",8,17,"SAMN16703328","GCA_015279705.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS31901905","""FSIS31901905"",""SRS4728913""",,"PDT000498933.1","2019-05-06T22:50:19Z","USA:CA","raw intact chicken","environmental/other","PDS000023147.83",1,,"SAMN11582899","GCA_005279705.1","blaOXA-193=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11921817","""FSIS11921817"",""SRS4960470""",,"PDT000521963.1","2019-06-12T23:51:55Z","USA:CA","comminuted chicken","environmental/other","PDS000023147.83",1,,"SAMN12041197","GCA_006357955.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12034809","""FSIS12034809"",""SRS7624874""",,"PDT000873684.1","2020-10-30T21:27:48Z","USA:CA","raw intact chicken","environmental/other","PDS000023147.83",1,,"SAMN16611422","GCA_015176945.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS22132245","""FSIS22132245"",""SRS9662158""",,"PDT001101540.1","2021-08-07T13:27:35Z","USA:CA","raw intact chicken","environmental/other","PDS000023147.83",0,,"SAMN20523624","GCA_019565195.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS22207987","""FSIS22207987"",""SRS12948430""",,"PDT001302715.1","2022-05-09T15:59:14Z","USA:CA","raw intact chicken","environmental/other","PDS000023147.83",6,,"SAMN28160798","GCA_023281425.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS21821141","""FSIS21821141"",""SRS3027565""",,"PDT000293232.2","2018-03-08T01:54:02Z","USA:CA","raw intact chicken","environmental/other","PDS000060150.14",0,2,"SAMN08650037","GCA_005065865.1","50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL_END_OF_CONTIG,blaOXA=MISTRANSLATION,sat4=COMPLETE",
"Campylobacter jejuni","FSIS21925316","""FSIS21925316"",""SRS5382331""",,"PDT000585512.1","2019-09-13T14:30:04Z","USA:CA","raw intact chicken","environmental/other","PDS000060150.14",0,8,"SAMN12741494","GCA_008400675.1","50S_L22_A103V=POINT,blaOXA=MISTRANSLATION",
"Campylobacter jejuni","FSIS22029180","""FSIS22029180"",""SRS7325925""",,"PDT000830040.1","2020-09-04T22:23:47Z","USA:CA","raw intact chicken","environmental/other","PDS000060150.14",0,8,"SAMN16063903","GCA_014511265.1","50S_L22_A103V=POINT,blaOXA=MISTRANSLATION",
"Campylobacter jejuni","FSIS11920969","""FSIS11920969"",""SRS4767968""",,"PDT000501532.1","2019-05-15T22:51:54Z","USA:CA","comminuted chicken","environmental/other","PDS000021695.49",1,3,"SAMN11655335","GCA_005522615.1","blaOXA=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS22207657","""FSIS22207657"",""SRS12630243""",,"PDT001289867.1","2022-04-17T18:33:17Z","USA:CA","Nonintact Chicken","environmental/other","PDS000021225.43",1,8,"SAMN27609542","GCA_023020645.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11812898","""FSIS11812898"",""SRS3668754""",,"PDT000362750.1","2018-08-14T17:48:25Z","USA:CA","chicken carcass","environmental/other","PDS000022766.44",29,22,"SAMN09831693","GCA_005355705.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12106501","""FSIS12106501"",""SRS10825259""",,"PDT001166920.1","2021-11-02T00:30:20Z","USA:CA","Animal-Cattle-Dairy Cow (cecal)","environmental/other","PDS000022129.30",10,,"SAMN22822791","GCA_020711325.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12106822","""FSIS12106822"",""SRS11301038""",,"PDT001202330.1","2021-12-14T00:44:25Z","USA:CA","raw intact chicken","environmental/other","PDS000021216.54",5,7,"SAMN24010289","GCA_021182485.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","FSIS32004470","""FSIS32004470"",""SRS7963780""",,"PDT000928120.1","2021-01-05T00:18:37Z","USA:CA","raw intact chicken","environmental/other","PDS000110387.3",2,,"SAMN17213049","GCA_016493025.1","aph(3')-VIIa=COMPLETE,blaOXA-489=COMPLETE",
"Campylobacter jejuni","FSIS22131570","""FSIS22131570"",""SRS9122844""",,"PDT001058341.1","2021-06-03T23:27:59Z","USA:CA","raw intact chicken","environmental/other","PDS000110387.3",0,,"SAMN19547509","GCA_018724005.1","aph(3')-VIIa=COMPLETE,blaOXA-489=COMPLETE",
"Campylobacter jejuni","FSIS12139997","""FSIS12139997"",""SRS9187883""",,"PDT001067467.1","2021-06-12T00:27:09Z","USA:CA","raw intact chicken","environmental/other","PDS000110387.3",0,,"SAMN19677189","GCA_018872725.1","aph(3')-VIIa=COMPLETE,blaOXA-489=COMPLETE",
"Campylobacter jejuni","FSIS12140513","""FSIS12140513"",""SRS9662321""",,"PDT001101602.1","2021-08-07T13:27:52Z","USA:CA","raw intact chicken","environmental/other","PDS000110387.3",4,,"SAMN20554819","GCA_019564075.1","aph(3')-VIIa=COMPLETE,blaOXA-489=COMPLETE",
"Campylobacter jejuni","FSIS22207054","""FSIS22207054"",""SRS12092664""",,"PDT001253827.1","2022-02-24T16:41:11Z","USA:CA","Nonintact Chicken","environmental/other","PDS000110387.3",3,,"SAMN26211639","GCA_022387155.1","aph(3')-VIIa=COMPLETE,blaOXA-489=COMPLETE",
"Campylobacter jejuni","FSIS11808248","""FSIS11808248"",""SRS3050910""",,"PDT000294664.2","2018-03-15T20:43:33Z","USA:CA","comminuted chicken","environmental/other","PDS000021658.35",29,0,"SAMN08719207","GCA_005186025.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12030832","""FSIS12030832"",""SRS6740223""",,"PDT000750879.1","2020-05-29T22:14:17Z","USA:CA","raw intact chicken","environmental/other","PDS000044193.41",0,5,"SAMN15060957","GCA_013787505.1","50S_L22_A103V=POINT,aph(3')-VIIa=COMPLETE,blaOXA-489=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12211149","""FSIS12211149"",""SRS12804060""",,"PDT001296849.1","2022-04-29T22:56:44Z","USA:CA","Animal-Chicken-Young Chicken (cecal)","environmental/other","PDS000044193.41",3,31,"SAMN27994004","GCA_023194475.1","50S_L22_A103V=POINT,aph(3')-VIIa=COMPLETE,blaOXA-489=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N45120F","""CVM N45120F"",""SRS6406990""",,"PDT000717772.1","2020-04-02T05:19:40Z","USA:CA","Cecal Dairy Cow","environmental/other","PDS000043962.13",9,8,"SAMN14504293","GCA_011995225.1","aph(3')-IIIa=COMPLETE,blaOXA=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12140731","""FSIS12140731"",""SRS9559755""",,"PDT001095011.1","2021-07-22T19:26:02Z","USA:CA","Animal-Cattle-Steer (cecal)","environmental/other","PDS000043962.13",24,23,"SAMN20349592","GCA_019324695.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12141884","""FSIS12141884"",""SRS9795823""",,"PDT001110012.1","2021-08-17T12:27:42Z","USA:CA","raw intact chicken","environmental/other","PDS000023351.46",0,22,"SAMN20825216","GCA_019647335.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","FSIS12209118","""FSIS12209118"",""SRS11993877""",,"PDT001249291.1","2022-02-14T19:35:14Z","USA:CA","raw intact chicken","environmental/other","PDS000023351.46",1,22,"SAMN25937275","GCA_022226675.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","FSIS32206754","""FSIS32206754"",""SRS12630230""",,"PDT001289855.1","2022-04-17T18:33:13Z","USA:CA","raw intact chicken","environmental/other","PDS000023351.46",1,23,"SAMN27609572","GCA_023020765.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","FSIS22208220","""FSIS22208220"",""SRS13252250""",,"PDT001318557.1","2022-06-01T05:37:35Z","USA:CA","raw intact chicken","environmental/other","PDS000023351.46",9,32,"SAMN28794792","GCA_023618755.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","FSIS21925616","""FSIS21925616"",""SRS5462872""",,"PDT000598544.1","2019-10-02T13:29:14Z","USA:CA","raw intact chicken","environmental/other","PDS000043795.41",10,13,"SAMN12883776","GCA_008819745.1","blaOXA-193=COMPLETE,blaOXA=COMPLETE",
"Campylobacter jejuni","FSIS11813860","""FSIS11813860"",""SRS3773976""",,"PDT000376794.1","2018-09-14T15:12:25Z","USA:CA","raw intact chicken","environmental/other","PDS000020839.39",0,2,"SAMN10058330","GCA_005379745.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11924104","""FSIS11924104"",""SRS5347620""",,"PDT000580462.1","2019-09-05T00:44:02Z","USA:CA","raw intact chicken","environmental/other","PDS000020839.39",2,6,"SAMN12695188","GCA_008321325.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","19CA09CB25-UCD-C1","""19CA09CB25-UCD-C1"",""CFSAN101081"",""SRS5756604""",,"PDT000639639.1","2019-12-05T03:30:31Z","USA:CA","chicken breast","environmental/other","PDS000020839.39",1,14,"SAMN13474502","GCA_010218145.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS22028227","""FSIS22028227"",""SRS6773912""",,"PDT000760156.1","2020-06-04T22:15:20Z","USA:CA","raw intact chicken","environmental/other","PDS000020839.39",2,8,"SAMN15103921","GCA_013762025.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12034231","""FSIS12034231"",""SRS7483802""",,"PDT000856313.1","2020-10-06T21:23:47Z","USA:CA","raw intact chicken","environmental/other","PDS000020839.39",2,5,"SAMN16381129","GCA_015088495.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12035053","""FSIS12035053"",""SRS7668836""",,"PDT000882800.1","2020-11-08T07:23:34Z","USA:CA","raw intact chicken","environmental/other","PDS000020839.39",2,5,"SAMN16703397","GCA_015279445.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS22029089","""FSIS22029089"",""SRS7265956""",,"PDT000821890.1","2020-08-27T00:32:57Z","USA:CA","raw intact chicken","environmental/other","PDS000080717.10",6,,"SAMN15914793","GCA_014307155.1","aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE",
"Campylobacter jejuni","FSIS12137701","""FSIS12137701"",""SRS8238975""",,"PDT000954532.1","2021-02-11T22:24:01Z","USA:CA","raw intact chicken","environmental/other","PDS000080717.10",2,,"SAMN17868413","GCA_017036415.1","aph(2'')-Ig=COMPLETE,aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12140863","""FSIS12140863"",""SRS9459920""",,"PDT001088593.1","2021-07-12T22:28:50Z","USA:CA","raw intact chicken","environmental/other","PDS000080717.10",3,,"SAMN20177666","GCA_019204385.1","aph(2'')-Ig=COMPLETE,aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22106430","""FSIS22106430"",""SRS11333289""",,"PDT001205010.1","2021-12-17T10:42:49Z","USA:CA","raw intact chicken","environmental/other","PDS000080717.10",3,,"SAMN24146854","GCA_021222345.1","aph(2'')-Ig=COMPLETE,aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11918420","""FSIS11918420"",""SRS4508521""",,"PDT000479664.1","2019-03-19T17:00:08Z","USA:CA","raw intact chicken","environmental/other","PDS000021602.25",2,24,"SAMN11160876","GCA_004909035.1","blaOXA=COMPLETE",
"Campylobacter jejuni","FSIS11921306","""FSIS11921306"",""SRS4831395""",,"PDT000509462.1","2019-05-28T23:51:30Z","USA:CA","raw intact chicken","environmental/other","PDS000021602.25",2,22,"SAMN11877085",,"blaOXA=COMPLETE",
"Campylobacter jejuni","FSIS32105051","""FSIS32105051"",""SRS8845635""",,"PDT001018259.1","2021-05-03T23:30:14Z","USA:CA","chicken carcass","environmental/other","PDS000021602.25",2,0,"SAMN18990203","GCA_018259495.1","blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22106421","""FSIS22106421"",""SRS11270118""",,"PDT001200781.1","2021-12-09T19:48:14Z","USA:CA","raw intact chicken","environmental/other","PDS000021602.25",29,25,"SAMN23824117","GCA_021140865.1","blaOXA=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS12213878","""FSIS12213878"",""SRS14727876""",,"PDT001394530.1","2022-08-20T02:39:22Z","USA:CA","raw intact chicken","environmental/other","PDS000021602.25",2,1,"SAMN30416841","GCA_024911445.1","blaOXA=COMPLETE",
"Campylobacter jejuni","20CA09CB03-C1","""20CA09CB03-C1"",""CFSAN109639"",""SRS8004181""",,"PDT000931000.1","2021-01-11T17:23:16Z","USA:CA","chicken thigh","environmental/other","PDS000022745.30",2,6,"SAMN17283513","GCA_016611085.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS22131129","""FSIS22131129"",""SRS8772502""",,"PDT001014373.1","2021-04-26T14:27:06Z","USA:CA","raw intact chicken","environmental/other","PDS000022745.30",3,9,"SAMN18870776","GCA_018174615.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS32106079","""FSIS32106079"",""SRS11095124""",,"PDT001177784.1","2021-11-18T16:35:11Z","USA:CA","raw intact chicken","environmental/other","PDS000022745.30",3,10,"SAMN23274971","GCA_020917305.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","21CA06CB06-C","""21CA06CB06-C"",""SRS12547111""",,"PDT001280891.1","2022-04-09T15:34:41Z","USA:CA","Chicken Wings","environmental/other","PDS000022745.30",2,8,"SAMN27480477",,"blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11812659","""FSIS11812659"",""SRS3643822""",,"PDT000360899.1","2018-08-10T00:42:54Z","USA:CA","raw intact chicken","environmental/other","PDS000120233.1",4,6,"SAMN09788619","GCA_005355145.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS1606380","""FSIS1606380"",""SRS1421924""",,"PDT000128682.2","2016-05-04T19:12:40Z","USA:CA","animal-cattle-steer","environmental/other","PDS000105169.2",19,20,"SAMN04942548","GCA_005289785.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606465","""FSIS1606465"",""SRS1475014""",,"PDT000133460.2","2016-06-01T01:15:34Z","USA:CA","animal-cattle-heifer","environmental/other","PDS000105169.2",13,25,"SAMN05190024","GCA_005291465.1","gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1701946","""FSIS1701946"",""SRS2376633""",,"PDT000226083.2","2017-07-21T18:38:42Z","USA:CA","animal-cattle-steer","environmental/other","PDS000105169.2",10,7,"SAMN07375629","GCA_005012595.1","aph(3')-IIIa=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11925364","""FSIS11925364"",""SRS5521655""",,"PDT000611865.1","2019-10-19T03:31:03Z","USA:CA","raw intact chicken","environmental/other","PDS000091243.5",2,,"SAMN13034508","GCA_009236365.1","aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE",
"Campylobacter jejuni","FSIS22029059","""FSIS22029059"",""SRS7303175""",,"PDT000827597.1","2020-09-01T21:26:55Z","USA:CA","raw intact chicken","environmental/other","PDS000091243.5",5,,"SAMN15960644","GCA_014388585.1","aph(3')-IIIa=COMPLETE,aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12209316","""FSIS12209316"",""SRS12045103""",,"PDT001252370.1","2022-02-22T23:35:57Z","USA:CA","raw intact chicken","environmental/other","PDS000091243.5",2,,"SAMN26084133","GCA_022358115.1","aph(3')-IIIa=COMPLETE,aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12027795","""FSIS12027795"",""SRS5987176""",,"PDT000660662.1","2020-01-13T22:28:28Z","USA:CA","raw intact chicken","environmental/other","PDS000020902.21",4,5,"SAMN13837773","GCA_010273115.1","gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS21923555","""FSIS21923555"",""SRS4388949""",,"PDT000468318.1","2019-02-21T21:59:12Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",1,3,"SAMN10984533","GCA_004867045.1",,
"Campylobacter jejuni","FSIS11917877","""FSIS11917877"",""SRS4464650""",,"PDT000475376.1","2019-03-08T20:57:14Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",3,5,"SAMN11079823","GCA_004886045.1",,
"Campylobacter jejuni","FSIS11918259","""FSIS11918259"",""SRS4483904""",,"PDT000477187.1","2019-03-13T17:55:58Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",0,4,"SAMN11116111","GCA_004900595.1",,
"Campylobacter jejuni","FSIS21924627","""FSIS21924627"",""SRS4994291""",,"PDT000525182.1","2019-06-19T14:53:54Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",0,2,"SAMN12092417","GCA_007915305.1",,
"Campylobacter jejuni","FSIS11923253","""FSIS11923253"",""SRS5191238""",,"PDT000551957.1","2019-07-31T22:33:01Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",4,6,"SAMN12401765","GCA_007884565.1",,
"Campylobacter jejuni","FSIS11924616","""FSIS11924616"",""SRS5387237""",,"PDT000586141.1","2019-09-13T22:30:16Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",1,3,"SAMN12747634","GCA_008403465.1",,
"Campylobacter jejuni","FSIS21925467","""FSIS21925467"",""SRS5415147""",,"PDT000589602.1","2019-09-20T20:28:37Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",1,5,"SAMN12797772","GCA_008661655.1",,
"Campylobacter jejuni","FSIS11926498","""FSIS11926498"",""SRS5753509""",,"PDT000638984.1","2019-12-04T03:28:45Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",0,2,"SAMN13446693","GCA_010216455.1",,
"Campylobacter jejuni","FSIS11927345","""FSIS11927345"",""SRS5945947""",,"PDT000655338.1","2020-01-06T18:27:32Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",0,2,"SAMN13739434","GCA_010217615.1",,
"Campylobacter jejuni","FSIS12027800","""FSIS12027800"",""SRS6012978""",,"PDT000665146.1","2020-01-18T00:53:18Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",1,6,"SAMN13878374","GCA_010274115.1",,
"Campylobacter jejuni","FSIS12030283","""FSIS12030283"",""SRS6591239""",,"PDT000730738.1","2020-05-05T16:14:27Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",1,7,"SAMN14791907","GCA_012977705.1",,
"Campylobacter jejuni","FSIS22028560","""FSIS22028560"",""SRS6953624""",,"PDT000783760.1","2020-07-06T23:14:09Z","USA:CA","raw intact chicken","environmental/other","PDS000038927.25",0,4,"SAMN15458885","GCA_014372745.1",,
"Campylobacter jejuni","21CA11CB07-C","""21CA11CB07-C"",""SRS12547115""",,"PDT001280885.1","2022-04-09T15:34:39Z","USA:CA","Chicken Wings","environmental/other","PDS000021224.22",4,3,"SAMN27480483",,"blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1607314","""FSIS1607314"",""SRS1621541""",,"PDT000144598.2","2016-08-16T21:18:14Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000045952.16",15,14,"SAMN05578351","GCA_005253485.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11809048","""FSIS11809048"",""SRS3193032""",,"PDT000307260.2","2018-04-18T23:42:07Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000045952.16",7,22,"SAMN08950959","GCA_005068345.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11924770","""FSIS11924770"",""SRS5424184""",,"PDT000592177.1","2019-09-24T02:29:02Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000045952.16",9,14,"SAMN12822848","GCA_008716775.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS22028556","""FSIS22028556"",""SRS6953613""",,"PDT000783750.1","2020-07-06T23:14:07Z","USA:CA","comminuted chicken","environmental/other","PDS000045952.16",10,0,"SAMN15458888","GCA_014373585.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS12033389","""FSIS12033389"",""SRS7399315""",,"PDT000840963.1","2020-09-21T06:25:30Z","USA:CA","animal-cattle-dairy cow","environmental/other","PDS000045952.16",11,22,"SAMN16229197","GCA_014659335.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS12137547","""FSIS12137547"",""SRS8289022""",,"PDT000968785.1","2021-02-20T00:28:23Z","USA:CA","Animal-Cattle-Dairy Cow (cecal)","environmental/other","PDS000045952.16",14,15,"SAMN18007920","GCA_016973555.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12208289","""FSIS12208289"",""SRS11659634""",,"PDT001222546.1","2022-01-13T22:31:27Z","USA:CA","Animal-Cattle-Dairy Cow (cecal)","environmental/other","PDS000045952.16",16,21,"SAMN24961718","GCA_021465665.1","blaOXA-193=COMPLETE",
