#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"E.coli and Shigella","21TX07GB01-EC","""21TX07GB01-EC"",""SRS10176123""",,"PDT001130791.1","2021-09-16T07:33:49Z","USA:TX","ground beef","environmental/other","PDS000095859.1",6,,"SAMN21445249",,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","EcPF20","""EcPF20""",,"PDT000985114.1","2021-03-14T12:54:50Z","USA: Dallas, Texas","urine","clinical","PDS000107334.1",,33,"SAMN18131651","GCA_017352075.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA5=COMPLETE,glpT_E448K=POINT,gyrA_S83A=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella",,"""Culture"",""EC-Chicken-TX77840PPY20013"",""SRS11537381""",,"PDT001218288.1","2022-01-07T15:33:55Z","USA: TX","Not collected","clinical","PDS000103658.6",18,22,"SAMN24718468","GCA_021417825.1","acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,marR_S3N=POINT",
"E.coli and Shigella","TX-ACF1700841","""CFSAN062722"",""SRS2127579"",""TX-ACF1700841""",,"PDT000203138.3","2017-04-18T15:41:46Z","USA:TX","ground beef","environmental/other","PDS000023700.9",,30,"SAMN06688985","GCA_012478415.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CVM N17EC0538","""CVM N17EC0538"",""SRS3967533""",,"PDT000395013.1","2018-10-23T19:35:46Z","USA:TX","Chicken Wings","environmental/other","PDS000037841.3",21,,"SAMN10221222","GCA_012072625.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","4069","""4069"",""MB4970"",""SRS12965168""",,"PDT001409649.1","2022-09-04T13:14:41Z","USA: Houston","blood","clinical","PDS000060306.6",42,,"SAMN28174050","GCA_024918155.1","aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA12=COMPLETE,glpT_E448K=POINT,gyrA_D87Y=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE",
"E.coli and Shigella","TTU2014-148AME","""TTU2014-148AME""",,"PDT000094946.1","2015-11-19T16:07:46Z","USA: Texas Panhandle","feces","environmental/other","PDS000001143.4",22,,"SAMN04099627","GCA_001446455.1","aadA7=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=PARTIAL",
"E.coli and Shigella","TTU2014-120BME","""TTU2014-120BME""",,"PDT000094947.1","2015-11-19T16:08:36Z","USA: Texas Panhandle","feces","environmental/other","PDS000001143.4",22,,"SAMN04099654","GCA_001446595.1","aadA7=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","TTU2014-121AME","""TTU2014-121AME""",,"PDT000094948.1","2015-11-19T16:08:51Z","USA: Texas Panhandle","feces","environmental/other","PDS000001143.4",25,,"SAMN04099655","GCA_001446615.1","aadA7=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","FSIS11807219","""FSIS11807219"",""SRS2932364""",,"PDT000285941.2","2018-02-09T02:49:15Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000001143.4",26,,"SAMN08500541","GCA_012259465.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CVM N17EC0567","""CVM N17EC0567"",""SRS3967516""",,"PDT000395030.1","2018-10-23T19:35:49Z","USA:TX","ground turkey","environmental/other","PDS000037856.3",14,,"SAMN10221234","GCA_012073125.1","acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,parE_I529L=POINT,ptsI_V25I=POINT,tet(A)=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","19TX09GB03-EC","""19TX09GB03-EC"",""CFSAN105520"",""SRS6858761""",,"PDT000767923.1","2020-06-17T18:16:03Z","USA:TX","ground beef","environmental/other","PDS000058474.4",7,,"SAMN15299110","GCA_013684875.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","21TX03CB08-EC","""21TX03CB08-EC"",""SRS9053727""",,"PDT001047221.1","2021-05-25T16:31:17Z","USA:TX","chicken breasts","environmental/other","PDS000084271.4",14,,"SAMN19320747","GCA_018506845.1","acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,marR_S3N=POINT,mdtM=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","Escherichia coli_26","""Escherichia coli_26"",""MB779"",""SRS2248201""",,"PDT000433229.1","2019-01-10T18:53:30Z","USA: Houston","bacteremia","clinical","PDS000084489.3",,,"SAMN07189558",,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,cyaA_S352T=POINT,dfrA14=COMPLETE,emrD=COMPLETE,glpT_E448K=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","TX-ACB1302489","""CFSAN052828"",""SRS1563427"",""TX-ACB1302489""",,"PDT000137986.3","2016-07-14T14:17:43Z","USA:TX","stool","clinical","PDS000033833.4",31,,"SAMN05371097","GCA_012666165.1","aac(3)-IVa=COMPLETE,aadA1=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,cmlA1=COMPLETE,mdtM=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE,tet(M)=COMPLETE",
"E.coli and Shigella","TTU_176","""CFSAN081409"",""SRS3668670"",""TTU_176""",,"PDT000362711.2","2018-08-14T16:43:29Z","USA:TX","feces cattle","environmental/other","PDS000035537.6",,11,"SAMN09242584","GCA_012128735.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","4433","""4433"",""MB5288"",""SRS12965170""",,"PDT001378955.1","2022-08-08T19:41:35Z","USA: Houston","blood","clinical","PDS000050455.8",0,31,"SAMN28174062","GCA_024604095.1","aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,pmrB_E123D=POINT,ptsI_V25I=POINT,uhpT_E350Q=POINT",
"E.coli and Shigella","4433","""4433"",""MB5288"",""SRS12965170""",,"PDT001409657.1","2022-09-04T13:27:09Z","USA: Houston","blood","clinical","PDS000050455.8",0,31,"SAMN28174062","GCA_024918415.1","aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,pmrB_E123D=POINT,ptsI_V25I=POINT,uhpT_E350Q=POINT",
"E.coli and Shigella","CVM N18EC0602","""CVM N18EC0602"",""SRS5277913""",,"PDT000566197.1","2019-08-16T15:35:24Z","USA:TX","Pork Chop","environmental/other","PDS000049459.4",3,,"SAMN12359743","GCA_012989805.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CVM N19EC0901","""CVM N19EC0901"",""SRS7420969""",,"PDT000844451.1","2020-09-24T17:22:41Z","USA:TX","Pork Chops","environmental/other","PDS000049459.4",3,,"SAMN16245181","GCA_014747725.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE066838","""PNUSAE066838"",""SRS8033949"",""TAMU47_001""",,"PDT000932623.1","2021-01-14T23:22:03Z","USA:TX","feces bovine","environmental/other","PDS000078803.2",0,,"SAMN17316994","GCA_016645805.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","PNUSAE066836","""PNUSAE066836"",""SRS8033958"",""TAMU237_002""",,"PDT000932624.1","2021-01-14T23:22:03Z","USA:TX","feces bovine","environmental/other","PDS000078803.2",0,,"SAMN17317005","GCA_018029485.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE066842","""PNUSAE066842"",""SRS8033962"",""TAMU82_003""",,"PDT000932628.1","2021-01-14T23:22:04Z","USA:TX","feces bovine","environmental/other","PDS000078803.2",5,,"SAMN17317002","GCA_016645785.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","PNUSAE066835","""PNUSAE066835"",""SRS8037336"",""TAMU237_001""",,"PDT000933138.1","2021-01-15T16:22:54Z","USA:TX","feces bovine","environmental/other","PDS000078803.2",0,,"SAMN17321160","GCA_016647975.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE066840","""PNUSAE066840"",""SRS8037339"",""TAMU237_004""",,"PDT000933141.1","2021-01-15T16:22:57Z","USA:TX","feces bovine","environmental/other","PDS000078803.2",0,,"SAMN17321161","GCA_016647885.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE066845","""PNUSAE066845"",""SRS8037340"",""TAMU217_001""",,"PDT000933142.1","2021-01-15T16:22:57Z","USA:TX","feces bovine","environmental/other","PDS000078803.2",0,,"SAMN17321156","GCA_016648175.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","ST44","""5444"",""MB8751"",""SRS12965201"",""ST44""",,"PDT001378925.1","2022-08-08T19:41:22Z","USA: Houston","blood","clinical","PDS000115055.3",2,,"SAMN28174094","GCA_024604505.1","aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458T=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","ST44","""5444"",""MB9990"",""SRS12965139"",""ST44""",,"PDT001378986.1","2022-08-08T19:41:43Z","USA: Houston","blood","clinical","PDS000115055.3",0,,"SAMN28174097","GCA_024606665.1","aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458T=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","ST44","""5444"",""MB9484"",""SRS12965129"",""ST44""",,"PDT001378996.1","2022-08-08T19:41:46Z","USA: Houston","blood","clinical","PDS000115055.3",0,,"SAMN28174096","GCA_024696685.1","aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458T=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","5444","""5444"",""MB9292"",""SRS12965122""",,"PDT001379003.1","2022-08-08T19:41:48Z","USA: Houston","blood","clinical","PDS000115055.3",0,,"SAMN28174095","GCA_024605045.1","aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458T=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","5444","""5444"",""MB9292"",""SRS12965122""",,"PDT001409642.1","2022-09-04T13:04:45Z","USA: Houston","blood","clinical","PDS000115055.3",0,,"SAMN28174095","GCA_024917955.1","aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458T=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","FSIS1701614","""FSIS1701614"",""SRS2253598""",,"PDT000216077.2","2017-06-06T21:18:54Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000023692.5",22,,"SAMN07197388","GCA_012892555.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","TX-ACB1500556","""CFSAN039463"",""SRS1155414"",""TX-ACB1500556""",,"PDT000093294.3","2015-11-06T22:17:42Z","USA:TX","stool","clinical","PDS000034318.6",16,,"SAMN04148288",,"acrF=PARTIAL,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TX-ACB1500787","""CFSAN039484"",""SRS1120601"",""TX-ACB1500787""",,"PDT000087347.3","2015-10-19T17:18:05Z","USA:TX","stool","clinical","PDS000034304.4",1,,"SAMN04148308","GCA_012778415.1","acrF=COMPLETE,blaEC=COMPLETE",
"E.coli and Shigella","FSIS11811458","""FSIS11811458"",""SRS3528612""",,"PDT000343780.1","2018-07-10T12:59:52Z","USA:TX","animal-cattle-steer","environmental/other","PDS000050387.4",28,,"SAMN09633452","GCA_013065415.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","22TX04PC08-EC","""22TX04PC08-EC"",""SRS13184593""",,"PDT001315331.1","2022-05-26T03:35:47Z","USA:TX","pork chops","environmental/other","PDS000075241.4",4,,"SAMN28669342","GCA_023557115.1","acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",
"E.coli and Shigella","FSIS11919475","""FSIS11919475"",""SRS4572136""",,"PDT000485424.1","2019-04-02T20:57:27Z","USA:TX","Animal-Turkey-Young Turkey","environmental/other","PDS000080137.4",20,,"SAMN11318693","GCA_012330425.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE",
"E.coli and Shigella","CVM N18EC142","""CVM N18EC142"",""SRS4714007""",,"PDT000497360.1","2019-05-02T13:52:00Z","USA:TX","ground turkey","environmental/other","PDS000095573.3",28,23,"SAMN11372893","GCA_012375075.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","FSIS11813952","""FSIS11813952"",""SRS3790992""",,"PDT000379439.1","2018-09-18T00:05:20Z","USA:TX","animal-cattle-steer","environmental/other","PDS000012431.7",27,,"SAMN10078818","GCA_012102055.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,blaTEM-1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","CVM N17EC1170","""CVM N17EC1170"",""SRS3967783""",,"PDT000395361.1","2018-10-23T19:36:50Z","USA:TX","ground turkey","environmental/other","PDS000054440.5",19,25,"SAMN10221526","GCA_003792065.1","acrF=COMPLETE,blaEC=COMPLETE",
"E.coli and Shigella","CVM N19EC0076","""CVM N19EC0076"",""SRS5823478""",,"PDT000644933.1","2019-12-15T00:08:52Z","USA:TX","ground turkey","environmental/other","PDS000054440.5",19,18,"SAMN12943491","GCA_012602635.1","acrF=COMPLETE,blaEC=COMPLETE",
"E.coli and Shigella","CVM N19EC0352","""CVM N19EC0352"",""SRS5823470""",,"PDT000644943.1","2019-12-15T00:08:57Z","USA:TX","ground turkey","environmental/other","PDS000054440.5",21,40,"SAMN12943677","GCA_012602375.1","acrF=COMPLETE,blaEC=COMPLETE",
"E.coli and Shigella","FSIS1504748","""FSIS1504748"",""SRS1133502""","O157","PDT000092277.3","2015-10-26T20:17:48Z","USA:TX","comminuted beef","environmental/other","PDS000034497.8",2,,"SAMN04208156","GCA_012777775.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1504747","""FSIS1504747"",""SRS1133514""","O157","PDT000092279.3","2015-10-26T20:17:48Z","USA:TX","comminuted beef","environmental/other","PDS000034497.8",1,,"SAMN04208155","GCA_012777815.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1605644","""FSIS1605644"",""SRS1274848""",,"PDT000105020.3","2016-02-04T01:23:27Z","USA:TX","comminuted beef","environmental/other","PDS000034497.8",1,,"SAMN04455489","GCA_012725895.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","ADRDL-01-2-03930","""ADRDL-01-2-03930"",""CFSAN046532"",""SRS1354059""",,"PDT000119935.3","2016-03-22T15:11:06Z","USA:TX","feces (Bos taurus)","environmental/other","PDS000005203.9",29,39,"SAMN04490337","GCA_012712445.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","ADRDL-01-2-08875","""ADRDL-01-2-08875"",""CFSAN046542"",""SRS1354067""",,"PDT000119945.3","2016-03-22T15:11:07Z","USA:TX","feces (Bos taurus)","environmental/other","PDS000005203.9",29,24,"SAMN04490348","GCA_012711945.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS11813265","""FSIS11813265"",""SRS3714376""",,"PDT000367302.1","2018-08-26T00:32:16Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000035987.4",6,,"SAMN09914108",,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT,soxS_A12S=POINT,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","FSIS11925823","""FSIS11925823"",""SRS5585974""",,"PDT000620261.2","2019-10-29T21:41:37Z","USA:TX","comminuted beef","environmental/other","PDS000052721.6",3,18,"SAMN13153493","GCA_011837095.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS11925824","""FSIS11925824"",""SRS5585978""",,"PDT000620265.2","2019-10-29T21:41:38Z","USA:TX","comminuted beef","environmental/other","PDS000052721.6",3,21,"SAMN13153494","GCA_011837705.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","2014-5-648C","""2014-5-648C"",""SRS7162066""",,"PDT000827309.1","2020-09-01T14:28:00Z","USA: TX","cattle feces","environmental/other","PDS000070940.1",9,,"SAMN15745004","GCA_014362845.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","2014-5-642J","""2014-5-642J"",""SRS7162063""",,"PDT000827312.1","2020-09-01T14:28:01Z","USA: TX","cattle feces","environmental/other","PDS000070940.1",9,,"SAMN15745002","GCA_014370045.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CVM N17EC1442","""CVM N17EC1442"",""SRS3967916""",,"PDT000395224.1","2018-10-23T19:36:27Z","USA:TX","Chicken Legs","environmental/other","PDS000082871.2",,,"SAMN10221665","GCA_003792265.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","Bacterium","""Bacterium"",""Fecal sample 24"",""SRS7992596""",,"PDT001023490.1","2021-05-10T21:27:49Z","USA: Texas","High production 6",,"PDS000088342.2",,,"SAMN17265963","GCA_018337195.1","aac(3)-VIa=COMPLETE,aadA6=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,blaTEM=COMPLETE,dfrA34=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","Bacterium","""Bacterium"",""Fecal sample 22"",""SRS7992593""",,"PDT001023492.1","2021-05-10T21:27:49Z","USA: Texas","High production 4",,"PDS000088342.2",,,"SAMN17265961","GCA_018337775.1","aac(3)-VIa=COMPLETE,aadA6=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,blaTEM=COMPLETE,dfrA34=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","Bacterium","""Bacterium"",""Fecal sample 21"",""SRS7992592""",,"PDT001023493.1","2021-05-10T21:27:50Z","USA: Texas","Dry cow 5",,"PDS000088342.2",,,"SAMN17265960","GCA_018337135.1","aac(3)-VIa=COMPLETE,aadA6=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaCMY=COMPLETE,blaEC=COMPLETE,blaTEM=COMPLETE,dfrA34=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","Bacterium","""Bacterium"",""Fecal sample 16"",""SRS7992586""",,"PDT001023499.1","2021-05-10T21:27:51Z","USA: Texas","Fresh cow 7",,"PDS000088342.2",,,"SAMN17265955","GCA_018337075.1","aac(3)-VIa=COMPLETE,aadA6=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,blaTEM=COMPLETE,dfrA34=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","22TX01GT08-EC","""22TX01GT08-EC"",""SRS12869941""",,"PDT001298632.1","2022-05-03T20:43:30Z","USA:TX","ground turkey","environmental/other","PDS000104848.5",10,,"SAMN28058179","GCA_023236205.1","aadA1=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,acrF=COMPLETE,blaEC-5=COMPLETE,cmlA1=COMPLETE,dfrA12=COMPLETE,glpT_E448K=POINT,pmrB_E123D=POINT,sul3=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","21TX10GT02-EC","""21TX10GT02-EC"",""SRS12101008""",,"PDT001254057.1","2022-02-25T00:28:37Z","USA:TX","ground turkey","environmental/other","PDS000113081.5",8,,"SAMN26235906","GCA_022392225.1","acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE065295","""PNUSAE065295"",""SRS7841146"",""TXACB2002023""",,"PDT000905554.1","2020-12-07T20:19:49Z","USA:TX","salad","environmental/other","PDS000017207.67",,34,"SAMN17016244","GCA_015838115.1","acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","CVM N19EC0353","""CVM N19EC0353"",""SRS5823468""",,"PDT000644941.1","2019-12-15T00:08:56Z","USA:TX","ground turkey","environmental/other","PDS000054468.4",17,,"SAMN12943678","GCA_012602435.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE,uhpT_E350Q=POINT",
"E.coli and Shigella","FSIS11810497","""FSIS11810497"",""SRS3431362""",,"PDT000332081.1","2018-06-19T01:03:22Z","USA:TX","Animal-Turkey-Young Turkey","environmental/other","PDS000054453.4",38,,"SAMN09444078","GCA_013071225.1","aac(3)-IId=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE",
